Version="2.0"
numberBins=-1
binSize=10000
cirKey,startRecNo,endRecNo,min,max
power:vio_1v8:tl,750000,759999,-1.0,2.0
current:3.3v:tl,750000,759999,-565.0,465.0
voltage:3.3v:tl,750000,759999,40.0,48.0
power:tot:tl,750000,759999,-25.0,20.0
power:3.3v:tl,750000,759999,-25.0,20.0
voltage:vio_1v8:tl,760000,769999,-5.0,0.0
current:vio_1v8:tl,760000,769999,-1049.0,474.0
power:vio_1v8:tl,760000,769999,-1.0,2.0
current:3.3v:tl,760000,769999,-565.0,479.0
voltage:3.3v:tl,760000,769999,42.0,48.0
power:tot:tl,760000,769999,-25.0,22.0
power:3.3v:tl,760000,769999,-25.0,21.0
voltage:vio_1v8:tl,770000,779999,-5.0,0.0
current:vio_1v8:tl,770000,779999,-936.0,465.0
power:vio_1v8:tl,770000,779999,-1.0,2.0
current:3.3v:tl,770000,779999,-551.0,458.0
voltage:3.3v:tl,770000,779999,42.0,48.0
power:tot:tl,770000,779999,-25.0,21.0
power:3.3v:tl,770000,779999,-25.0,20.0
voltage:vio_1v8:tl,780000,789999,-5.0,0.0
current:vio_1v8:tl,780000,789999,-880.0,506.0
power:vio_1v8:tl,780000,789999,-1.0,2.0
current:3.3v:tl,780000,789999,-578.0,462.0
voltage:3.3v:tl,780000,789999,42.0,48.0
power:tot:tl,780000,789999,-25.0,21.0
power:3.3v:tl,780000,789999,-26.0,20.0
voltage:vio_1v8:tl,790000,799999,-5.0,0.0
current:vio_1v8:tl,790000,799999,-951.0,470.0
power:vio_1v8:tl,790000,799999,-1.0,2.0
current:3.3v:tl,790000,799999,-545.0,439.0
voltage:3.3v:tl,790000,799999,44.0,48.0
power:tot:tl,790000,799999,-25.0,20.0
power:3.3v:tl,790000,799999,-25.0,19.0
voltage:vio_1v8:tl,800000,809999,-5.0,0.0
current:vio_1v8:tl,800000,809999,-1036.0,480.0
power:vio_1v8:tl,800000,809999,-1.0,3.0
current:3.3v:tl,800000,809999,-534.0,458.0
voltage:3.3v:tl,800000,809999,44.0,48.0
power:tot:tl,800000,809999,-25.0,21.0
power:3.3v:tl,800000,809999,-25.0,20.0
voltage:vio_1v8:tl,810000,819999,-5.0,0.0
current:vio_1v8:tl,810000,819999,-1049.0,510.0
power:vio_1v8:tl,810000,819999,-1.0,2.0
current:3.3v:tl,810000,819999,-541.0,462.0
voltage:3.3v:tl,810000,819999,44.0,48.0
power:tot:tl,810000,819999,-25.0,22.0
power:3.3v:tl,810000,819999,-25.0,21.0
voltage:vio_1v8:tl,820000,829999,-5.0,0.0
current:vio_1v8:tl,820000,829999,-1049.0,520.0
power:vio_1v8:tl,820000,829999,-1.0,2.0
current:3.3v:tl,820000,829999,-557.0,478.0
voltage:3.3v:tl,820000,829999,44.0,48.0
power:tot:tl,820000,829999,-25.0,21.0
power:3.3v:tl,820000,829999,-25.0,21.0
voltage:vio_1v8:tl,830000,839999,-5.0,0.0
current:vio_1v8:tl,830000,839999,-946.0,480.0
power:vio_1v8:tl,830000,839999,-1.0,2.0
current:3.3v:tl,830000,839999,-561.0,442.0
voltage:3.3v:tl,830000,839999,44.0,50.0
power:tot:tl,830000,839999,-26.0,22.0
power:3.3v:tl,830000,839999,-26.0,20.0
voltage:vio_1v8:tl,840000,849999,-5.0,0.0
current:vio_1v8:tl,840000,849999,-853.0,477.0
power:vio_1v8:tl,840000,849999,-1.0,2.0
current:3.3v:tl,840000,849999,-575.0,501.0
voltage:3.3v:tl,840000,849999,44.0,50.0
power:tot:tl,840000,849999,-27.0,23.0
power:3.3v:tl,840000,849999,-27.0,22.0
voltage:vio_1v8:tl,850000,859999,-5.0,0.0
current:vio_1v8:tl,850000,859999,-962.0,470.0
power:vio_1v8:tl,850000,859999,-1.0,3.0
current:3.3v:tl,850000,859999,-551.0,462.0
voltage:3.3v:tl,850000,859999,44.0,50.0
power:tot:tl,850000,859999,-26.0,23.0
power:3.3v:tl,850000,859999,-26.0,22.0
voltage:vio_1v8:tl,860000,869999,-5.0,0.0
current:vio_1v8:tl,860000,869999,-923.0,467.0
power:vio_1v8:tl,860000,869999,-1.0,2.0
current:3.3v:tl,860000,869999,-558.0,445.0
voltage:3.3v:tl,860000,869999,44.0,49.0
power:tot:tl,860000,869999,-26.0,23.0
power:3.3v:tl,860000,869999,-26.0,21.0
voltage:vio_1v8:tl,870000,879999,-5.0,0.0
current:vio_1v8:tl,870000,879999,-954.0,457.0
power:vio_1v8:tl,870000,879999,-1.0,2.0
current:3.3v:tl,870000,879999,-554.0,445.0
voltage:3.3v:tl,870000,879999,44.0,50.0
power:tot:tl,870000,879999,-26.0,20.0
power:3.3v:tl,870000,879999,-26.0,20.0
voltage:vio_1v8:tl,880000,889999,-5.0,0.0
current:vio_1v8:tl,880000,889999,-928.0,464.0
power:vio_1v8:tl,880000,889999,-1.0,2.0
current:3.3v:tl,880000,889999,-558.0,455.0
voltage:3.3v:tl,880000,889999,44.0,51.0
power:tot:tl,880000,889999,-26.0,22.0
power:3.3v:tl,880000,889999,-26.0,21.0
voltage:vio_1v8:tl,890000,899999,-5.0,0.0
current:vio_1v8:tl,890000,899999,-943.0,494.0
power:vio_1v8:tl,890000,899999,-1.0,2.0
current:3.3v:tl,890000,899999,-554.0,449.0
voltage:3.3v:tl,890000,899999,44.0,51.0
power:tot:tl,890000,899999,-26.0,21.0
power:3.3v:tl,890000,899999,-26.0,20.0
voltage:vio_1v8:tl,900000,909999,-5.0,0.0
current:vio_1v8:tl,900000,909999,-973.0,463.0
power:vio_1v8:tl,900000,909999,-1.0,2.0
current:3.3v:tl,900000,909999,-538.0,449.0
voltage:3.3v:tl,900000,909999,44.0,51.0
power:tot:tl,900000,909999,-25.0,21.0
power:3.3v:tl,900000,909999,-25.0,21.0
voltage:vio_1v8:tl,910000,919999,-6.0,0.0
current:vio_1v8:tl,910000,919999,-930.0,464.0
power:vio_1v8:tl,910000,919999,-1.0,2.0
current:3.3v:tl,910000,919999,-547.0,445.0
voltage:3.3v:tl,910000,919999,44.0,52.0
power:tot:tl,910000,919999,-26.0,22.0
power:3.3v:tl,910000,919999,-26.0,21.0
voltage:vio_1v8:tl,920000,929999,-5.0,0.0
current:vio_1v8:tl,920000,929999,-916.0,471.0
power:vio_1v8:tl,920000,929999,-1.0,2.0
current:3.3v:tl,920000,929999,-554.0,462.0
voltage:3.3v:tl,920000,929999,45.0,52.0
power:tot:tl,920000,929999,-26.0,23.0
power:3.3v:tl,920000,929999,-26.0,22.0
voltage:vio_1v8:tl,930000,939999,-5.0,0.0
current:vio_1v8:tl,930000,939999,-913.0,504.0
power:vio_1v8:tl,930000,939999,-1.0,2.0
current:3.3v:tl,930000,939999,-580.0,462.0
voltage:3.3v:tl,930000,939999,46.0,52.0
power:tot:tl,930000,939999,-27.0,23.0
power:3.3v:tl,930000,939999,-27.0,22.0
voltage:vio_1v8:tl,940000,949999,-5.0,0.0
current:vio_1v8:tl,940000,949999,-923.0,457.0
power:vio_1v8:tl,940000,949999,-1.0,2.0
current:3.3v:tl,940000,949999,-568.0,462.0
voltage:3.3v:tl,940000,949999,45.0,52.0
power:tot:tl,940000,949999,-27.0,22.0
power:3.3v:tl,940000,949999,-27.0,22.0
voltage:vio_1v8:tl,950000,959999,-5.0,0.0
current:vio_1v8:tl,950000,959999,-946.0,467.0
power:vio_1v8:tl,950000,959999,-1.0,2.0
current:3.3v:tl,950000,959999,-564.0,468.0
voltage:3.3v:tl,950000,959999,46.0,53.0
power:tot:tl,950000,959999,-27.0,22.0
power:3.3v:tl,950000,959999,-27.0,22.0
voltage:vio_1v8:tl,960000,969999,-5.0,0.0
current:vio_1v8:tl,960000,969999,-910.0,471.0
power:vio_1v8:tl,960000,969999,-1.0,2.0
current:3.3v:tl,960000,969999,-601.0,445.0
voltage:3.3v:tl,960000,969999,46.0,52.0
power:tot:tl,960000,969999,-28.0,22.0
power:3.3v:tl,960000,969999,-28.0,21.0
voltage:vio_1v8:tl,970000,979999,-5.0,0.0
current:vio_1v8:tl,970000,979999,-894.0,477.0
power:vio_1v8:tl,970000,979999,-1.0,2.0
current:3.3v:tl,970000,979999,-547.0,433.0
voltage:3.3v:tl,970000,979999,46.0,53.0
power:tot:tl,970000,979999,-26.0,21.0
power:3.3v:tl,970000,979999,-26.0,20.0
voltage:vio_1v8:tl,980000,989999,-6.0,0.0
current:vio_1v8:tl,980000,989999,-847.0,473.0
power:vio_1v8:tl,980000,989999,-1.0,3.0
current:3.3v:tl,980000,989999,-554.0,449.0
voltage:3.3v:tl,980000,989999,46.0,53.0
power:tot:tl,980000,989999,-26.0,22.0
power:3.3v:tl,980000,989999,-26.0,22.0
voltage:vio_1v8:tl,990000,999999,-5.0,0.0
current:vio_1v8:tl,990000,999999,-899.0,477.0
power:vio_1v8:tl,990000,999999,-1.0,3.0
current:3.3v:tl,990000,999999,-578.0,442.0
voltage:3.3v:tl,990000,999999,46.0,53.0
power:tot:tl,990000,999999,-27.0,21.0
power:3.3v:tl,990000,999999,-27.0,21.0
voltage:vio_1v8:tl,1000000,1009999,-5.0,0.0
current:vio_1v8:tl,1000000,1009999,-917.0,457.0
power:vio_1v8:tl,1000000,1009999,-1.0,2.0
current:3.3v:tl,1000000,1009999,-565.0,451.0
voltage:3.3v:tl,1000000,1009999,47.0,53.0
power:tot:tl,1000000,1009999,-28.0,22.0
power:3.3v:tl,1000000,1009999,-28.0,22.0
voltage:vio_1v8:tl,1010000,1019999,-5.0,0.0
current:vio_1v8:tl,1010000,1019999,-897.0,467.0
power:vio_1v8:tl,1010000,1019999,-1.0,2.0
current:3.3v:tl,1010000,1019999,-564.0,462.0
voltage:3.3v:tl,1010000,1019999,47.0,53.0
power:tot:tl,1010000,1019999,-27.0,22.0
power:3.3v:tl,1010000,1019999,-27.0,22.0
digital:mfg_clk:tl,0,9999,0.0,0.0
digital:pln#:tl,0,9999,0.0,0.0
digital:clkreq#:tl,0,9999,1.0,1.0
digital:led_1#:tl,0,9999,0.0,0.0
digital:vio_cfg:tl,0,9999,0.0,0.0
digital:pwrdis:tl,0,9999,0.0,0.0
digital:pedet:tl,0,9999,1.0,1.0
digital:alert#:tl,0,9999,1.0,1.0
digital:pewake#:tl,0,9999,1.0,1.0
digital:pla_s3#:tl,0,9999,0.0,0.0
digital:mfg_data:tl,0,9999,0.0,0.0
digital:susclk:tl,0,9999,1.0,1.0
digital:smb_clk:tl,0,9999,1.0,1.0
digital:devslp:tl,0,9999,0.0,0.0
digital:perst#:tl,0,9999,1.0,1.0
digital:smb_data:tl,0,9999,1.0,1.0
