Version="1.0"
cirKey,startRecNo,endRecNo,binSize,count,min,max,mean,rms,sum,sumSqs,integral
voltage:vio_1v8:dev,0,9999,10000,10000,-5.0,0.0,-1.3965,1.8478906894077907,-13965.0,34147.0,-0.13962500000000125
voltage:3.3v:dev,0,9999,10000,10000,3.0,10.0,6.795,6.973019432068148,67950.0,486230.0,0.6794450000000085
power:3.3v:dev,0,9999,10000,10000,-5.0,3.0,-0.4108,1.6060510577189009,-4108.0,25794.0,-0.041084999999999317
current:vio_1v8:dev,0,9999,10000,10000,-983.0,477.0,-195.274,351.65927515138856,-1952740.0,1.236642458E9,-19.525799999999983
power:tot:dev,0,9999,10000,10000,-5.0,4.0,-0.3673,1.6118002357612435,-3673.0,25979.0,-0.036734999999999254
current:3.3v:dev,0,9999,10000,10000,-577.0,481.0,-41.1309,280.8060976902033,-411309.0,7.88520645E8,-4.114745000000002
power:vio_1v8:dev,0,9999,10000,10000,-1.0,3.0,0.0435,0.2551470164434615,435.0,651.0,0.004349999999999917
voltage:vio_1v8:dev,10000,19999,10000,10000,-5.0,0.0,-1.3822,1.8390758548792925,-13822.0,33822.0,-0.1382050000000017
voltage:3.3v:dev,10000,19999,10000,10000,5.0,10.0,7.5918,7.766646638028538,75918.0,603208.0,0.7591200000000047
power:3.3v:dev,10000,19999,10000,10000,-5.0,3.0,-0.4645,1.8220592745572248,-4645.0,33199.0,-0.04644999999999856
current:vio_1v8:dev,10000,19999,10000,10000,-1159.0,490.0,-193.3318,351.18353976233,-1933318.0,1.233298786E9,-19.332410000000028
power:tot:dev,10000,19999,10000,10000,-5.0,4.0,-0.4207,1.8285786830213242,-4207.0,33437.0,-0.04206999999999887
current:3.3v:dev,10000,19999,10000,10000,-574.0,462.0,-41.3105,281.21334018854793,-413105.0,7.90809427E8,-4.131069999999999
power:vio_1v8:dev,10000,19999,10000,10000,-1.0,2.0,0.0438,0.2501999200639361,438.0,626.0,0.004379999999999911
voltage:vio_1v8:dev,20000,29999,10000,10000,-5.0,0.0,-1.4515,1.8907934842282486,-14515.0,35751.0,-0.14513500000000065
voltage:3.3v:dev,20000,29999,10000,10000,5.0,10.0,8.3244,8.463982514159632,83244.0,716390.0,0.8323549999999957
power:3.3v:dev,20000,29999,10000,10000,-5.0,4.0,-0.501,2.0096268310310745,-5010.0,40386.0,-0.05010999999999803
current:vio_1v8:dev,20000,29999,10000,10000,-950.0,497.0,-194.1927,350.50567227935124,-1941927.0,1.228542263E9,-19.418444999999995
power:tot:dev,20000,29999,10000,10000,-5.0,4.0,-0.4538,2.0096765908971523,-4538.0,40388.0,-0.04538999999999838
current:3.3v:dev,20000,29999,10000,10000,-575.0,458.0,-42.3006,281.1310135861926,-423006.0,7.90346468E8,-4.231730000000011
power:vio_1v8:dev,20000,29999,10000,10000,-1.0,2.0,0.0472,0.2672077843177478,472.0,714.0,0.0047199999999999005
voltage:vio_1v8:dev,30000,39999,10000,10000,-5.0,0.0,-1.4425,1.8850198937942273,-14425.0,35533.0,-0.14423000000000114
voltage:3.3v:dev,30000,39999,10000,10000,5.0,11.0,8.9745,9.063647168772624,89745.0,821497.0,0.8973599999999666
power:3.3v:dev,30000,39999,10000,10000,-5.0,4.0,-0.5015,2.166125573460597,-5015.0,46921.0,-0.050164999999997954
current:vio_1v8:dev,30000,39999,10000,10000,-933.0,527.0,-194.9289,351.71087941660267,-1949289.0,1.237005427E9,-19.491704999999993
power:tot:dev,30000,39999,10000,10000,-5.0,4.0,-0.4523,2.1688015123565365,-4523.0,47037.0,-0.04524499999999847
current:3.3v:dev,30000,39999,10000,10000,-564.0,458.0,-42.3892,281.2912796373183,-423892.0,7.9124784E8,-4.240970000000003
power:vio_1v8:dev,30000,39999,10000,10000,-1.0,2.0,0.0492,0.2683281572999748,492.0,720.0,0.00491999999999989
voltage:vio_1v8:dev,40000,49999,10000,10000,-5.0,0.0,-1.4383,1.8816747859287482,-14383.0,35407.0,-0.14382000000000064
voltage:3.3v:dev,40000,49999,10000,10000,5.0,13.0,9.4766,9.521785546839416,94766.0,906644.0,0.9475599999999392
power:3.3v:dev,40000,49999,10000,10000,-6.0,4.0,-0.4806,2.288711427856295,-4806.0,52382.0,-0.04801999999999863
current:vio_1v8:dev,40000,49999,10000,10000,-1060.0,487.0,-194.418,352.3268652827939,-1944180.0,1.2413422E9,-19.43640000000003
power:tot:dev,40000,49999,10000,10000,-6.0,5.0,-0.4321,2.289781648978784,-4321.0,52431.0,-0.0431699999999991
current:3.3v:dev,40000,49999,10000,10000,-557.0,449.0,-42.2899,281.5713836667355,-422899.0,7.92824441E8,-4.2245399999999735
power:vio_1v8:dev,40000,49999,10000,10000,-1.0,2.0,0.0485,0.27331300737432895,485.0,747.0,0.004849999999999895
voltage:vio_1v8:dev,50000,59999,10000,10000,-5.0,0.0,-1.3909,1.8478365728602733,-13909.0,34145.0,-0.13907000000000055
voltage:3.3v:dev,50000,59999,10000,10000,5.0,13.0,9.7538,9.77549998721293,97538.0,955604.0,0.9752799999999243
power:3.3v:dev,50000,59999,10000,10000,-5.0,4.0,-0.4468,2.3440563133167256,-4468.0,54946.0,-0.044679999999998575
current:vio_1v8:dev,50000,59999,10000,10000,-993.0,523.0,-194.0853,350.89110262302177,-1940853.0,1.231245659E9,-19.407959999999935
power:tot:dev,50000,59999,10000,10000,-5.0,4.0,-0.4033,2.3458687090287045,-4033.0,55031.0,-0.04032999999999909
current:3.3v:dev,50000,59999,10000,10000,-557.0,456.0,-41.9685,281.1523837707943,-419685.0,7.90466629E8,-4.19637499999999
power:vio_1v8:dev,50000,59999,10000,10000,-1.0,2.0,0.0435,0.2547547840571399,435.0,649.0,0.004349999999999914
voltage:vio_1v8:dev,60000,69999,10000,10000,-5.0,0.0,-1.4364,1.8784035775093701,-14364.0,35284.0,-0.1436400000000007
voltage:3.3v:dev,60000,69999,10000,10000,6.0,13.0,9.9387,9.949125589718928,99387.0,989851.0,0.9937699999999202
power:3.3v:dev,60000,69999,10000,10000,-6.0,4.0,-0.4351,2.397936613007108,-4351.0,57501.0,-0.04346999999999909
current:vio_1v8:dev,60000,69999,10000,10000,-960.0,520.0,-194.105,351.90638186881466,-1941050.0,1.238381016E9,-19.40607500000015
power:tot:dev,60000,69999,10000,10000,-6.0,5.0,-0.3939,2.398020016597026,-3939.0,57505.0,-0.03934999999999943
current:3.3v:dev,60000,69999,10000,10000,-544.0,449.0,-41.2252,281.79351766852267,-412252.0,7.94075866E8,-4.117875000000009
power:vio_1v8:dev,60000,69999,10000,10000,-1.0,2.0,0.0412,0.2545584412271571,412.0,648.0,0.004119999999999924
voltage:vio_1v8:dev,70000,79999,10000,10000,-6.0,0.0,-1.5538,1.9703299216121142,-15538.0,38822.0,-0.15535499999999927
voltage:3.3v:dev,70000,79999,10000,10000,6.0,14.0,10.0394,10.051785910971244,100394.0,1010384.0,1.0038349999999334
power:3.3v:dev,70000,79999,10000,10000,-6.0,4.0,-0.4392,2.42099153240981,-4392.0,58612.0,-0.04390499999999916
current:vio_1v8:dev,70000,79999,10000,10000,-946.0,505.0,-195.5289,352.96954896987927,-1955289.0,1.245875025E9,-19.5516499999999
power:tot:dev,70000,79999,10000,10000,-6.0,5.0,-0.3771,2.41749870734195,-3771.0,58443.0,-0.03769499999999945
current:3.3v:dev,70000,79999,10000,10000,-547.0,455.0,-41.796,281.4406878900064,-417960.0,7.92088608E8,-4.177645000000009
power:vio_1v8:dev,70000,79999,10000,10000,-1.0,2.0,0.0621,0.30610455730027936,621.0,937.0,0.006209999999999844
voltage:vio_1v8:dev,80000,89999,10000,10000,-5.0,0.0,-1.4928,1.9231744590650115,-14928.0,36986.0,-0.1492700000000005
voltage:3.3v:dev,80000,89999,10000,10000,7.0,15.0,10.2316,10.255798359952285,102316.0,1051814.0,1.0230599999999628
power:3.3v:dev,80000,89999,10000,10000,-6.0,4.0,-0.4592,2.483223711227001,-4592.0,61664.0,-0.045909999999999236
current:vio_1v8:dev,80000,89999,10000,10000,-937.0,476.0,-195.3938,352.0064667019627,-1953938.0,1.239085526E9,-19.537760000000013
power:tot:dev,80000,89999,10000,10000,-6.0,5.0,-0.4067,2.4870263368127006,-4067.0,61853.0,-0.04065999999999955
current:3.3v:dev,80000,89999,10000,10000,-544.0,481.0,-42.5897,281.5211414796409,-425897.0,7.92541531E8,-4.257819999999996
power:vio_1v8:dev,80000,89999,10000,10000,-1.0,2.0,0.0525,0.27331300737432895,525.0,747.0,0.005249999999999877
voltage:vio_1v8:dev,90000,99999,10000,10000,-5.0,0.0,-1.4187,1.8656098198712399,-14187.0,34805.0,-0.14185500000000084
voltage:3.3v:dev,90000,99999,10000,10000,8.0,15.0,10.4007,10.437983521734454,104007.0,1089515.0,1.0399699999999839
power:3.3v:dev,90000,99999,10000,10000,-6.0,4.0,-0.4871,2.543206637298668,-4871.0,64679.0,-0.0487149999999991
current:vio_1v8:dev,90000,99999,10000,10000,-974.0,523.0,-193.7065,351.6962159307376,-1937065.0,1.236902283E9,-19.371735000000047
power:tot:dev,90000,99999,10000,10000,-6.0,5.0,-0.4421,2.5450147347314123,-4421.0,64771.0,-0.044214999999999505
current:3.3v:dev,90000,99999,10000,10000,-541.0,450.0,-42.4087,281.493754992895,-424087.0,7.92387341E8,-4.241274999999998
power:vio_1v8:dev,90000,99999,10000,10000,-1.0,2.0,0.045,0.2641968962724581,450.0,698.0,0.004499999999999908
voltage:vio_1v8:dev,100000,109999,10000,10000,-5.0,0.0,-1.4205,1.8666279757894984,-14205.0,34843.0,-0.14202500000000123
voltage:3.3v:dev,100000,109999,10000,10000,8.0,15.0,10.8096,10.875881573463367,108096.0,1182848.0,1.0808600000000115
power:3.3v:dev,100000,109999,10000,10000,-7.0,5.0,-0.5214,2.668707552355634,-5214.0,71220.0,-0.05215999999999964
current:vio_1v8:dev,100000,109999,10000,10000,-966.0,482.0,-193.9331,351.23065455623316,-1939331.0,1.233629727E9,-19.389320000000023
power:tot:dev,100000,109999,10000,10000,-7.0,6.0,-0.4748,2.673312551872676,-4748.0,71466.0,-0.04750499999999975
current:3.3v:dev,100000,109999,10000,10000,-538.0,451.0,-42.2009,281.49186222695675,-422009.0,7.92376685E8,-4.22272999999999
power:vio_1v8:dev,100000,109999,10000,10000,-1.0,2.0,0.0466,0.2672077843177478,466.0,714.0,0.004654999999999904
voltage:vio_1v8:dev,110000,119999,10000,10000,-5.0,0.0,-1.4234,1.870935594829496,-14234.0,35004.0,-0.1423400000000008
voltage:3.3v:dev,110000,119999,10000,10000,9.0,15.0,11.753,11.857183476694624,117530.0,1405928.0,1.1751600000000129
power:3.3v:dev,110000,119999,10000,10000,-7.0,6.0,-0.6244,2.946557313204683,-6244.0,86822.0,-0.062425000000000376
current:vio_1v8:dev,110000,119999,10000,10000,-962.0,497.0,-193.5279,350.8338223432855,-1935279.0,1.230843709E9,-19.351284999999997
power:tot:dev,110000,119999,10000,10000,-7.0,8.0,-0.5756,2.946896672772902,-5756.0,86842.0,-0.0575450000000003
current:3.3v:dev,110000,119999,10000,10000,-544.0,476.0,-42.1496,280.8050708231602,-421496.0,7.88514878E8,-4.214104999999998
power:vio_1v8:dev,110000,119999,10000,10000,-1.0,2.0,0.0488,0.27055498516937365,488.0,732.0,0.0048799999999998974
voltage:vio_1v8:dev,120000,129999,10000,10000,-5.0,0.0,-1.4809,1.9136091554964927,-14809.0,36619.0,-0.14806000000000014
voltage:3.3v:dev,120000,129999,10000,10000,10.0,15.0,13.0073,13.105979551334574,130073.0,1717667.0,1.300605000000015
power:3.3v:dev,120000,129999,10000,10000,-8.0,6.0,-0.6962,3.298848283871206,-6962.0,108824.0,-0.06965000000000035
current:vio_1v8:dev,120000,129999,10000,10000,-944.0,566.0,-193.3612,351.0588628706018,-1933612.0,1.232423252E9,-19.337664999999998
power:tot:dev,120000,129999,10000,10000,-8.0,6.0,-0.6493,3.2958306995353994,-6493.0,108625.0,-0.06496000000000055
current:3.3v:dev,120000,129999,10000,10000,-584.0,462.0,-42.0966,281.14454218426505,-420966.0,7.90422536E8,-4.212374999999993
power:vio_1v8:dev,120000,129999,10000,10000,-1.0,2.0,0.0469,0.2718455443813637,469.0,739.0,0.004689999999999897
voltage:vio_1v8:dev,130000,139999,10000,10000,-5.0,0.0,-1.4734,1.904153355168643,-14734.0,36258.0,-0.14732000000000056
voltage:3.3v:dev,130000,139999,10000,10000,10.0,17.0,14.0653,14.117510403750373,140653.0,1993041.0,1.406400000000107
power:3.3v:dev,130000,139999,10000,10000,-8.0,6.0,-0.7055,3.5678144570591113,-7055.0,127293.0,-0.07056500000000031
current:vio_1v8:dev,130000,139999,10000,10000,-955.0,487.0,-194.0472,351.9686085434325,-1940472.0,1.238819014E9,-19.401854999999955
power:tot:dev,130000,139999,10000,10000,-7.0,6.0,-0.6531,3.56240087581395,-6531.0,126907.0,-0.06532500000000052
current:3.3v:dev,130000,139999,10000,10000,-574.0,422.0,-42.5342,281.01080157175454,-425342.0,7.89670706E8,-4.254475000000006
power:vio_1v8:dev,130000,139999,10000,10000,-1.0,2.0,0.0524,0.2727636339397171,524.0,744.0,0.00523999999999988
voltage:vio_1v8:dev,140000,149999,10000,10000,-5.0,0.0,-1.4875,1.9153328692423153,-14875.0,36685.0,-0.14873500000000078
voltage:3.3v:dev,140000,149999,10000,10000,10.0,18.0,14.6815,14.699758501417634,146815.0,2160829.0,1.4680000000001774
power:3.3v:dev,140000,149999,10000,10000,-8.0,6.0,-0.6725,3.7212229172679243,-6725.0,138475.0,-0.06722500000000091
current:vio_1v8:dev,140000,149999,10000,10000,-969.0,470.0,-195.1313,352.85251579094626,-1951313.0,1.245048979E9,-19.511170000000057
power:tot:dev,140000,149999,10000,10000,-8.0,7.0,-0.6191,3.7098652266625534,-6191.0,137631.0,-0.061885000000000794
current:3.3v:dev,140000,149999,10000,10000,-564.0,479.0,-42.24,281.4231834799685,-422400.0,7.91990082E8,-4.222384999999983
power:vio_1v8:dev,140000,149999,10000,10000,-1.0,2.0,0.0534,0.28178005607210743,534.0,794.0,0.0053399999999998735
voltage:vio_1v8:dev,150000,159999,10000,10000,-5.0,0.0,-1.5226,1.9435019938245497,-15226.0,37772.0,-0.15224000000000013
voltage:3.3v:dev,150000,159999,10000,10000,11.0,18.0,14.953,14.963809675346717,149530.0,2239156.0,1.4951500000001814
power:3.3v:dev,150000,159999,10000,10000,-9.0,6.0,-0.6561,3.792479400075892,-6561.0,143829.0,-0.06561000000000064
current:vio_1v8:dev,150000,159999,10000,10000,-981.0,467.0,-194.967,352.83344144227596,-1949670.0,1.244914374E9,-19.49485500000006
power:tot:dev,150000,159999,10000,10000,-9.0,7.0,-0.6025,3.78551185442603,-6025.0,143301.0,-0.06025000000000071
current:3.3v:dev,150000,159999,10000,10000,-575.0,442.0,-42.4608,281.36766729672405,-424608.0,7.91677642E8,-4.246030000000002
power:vio_1v8:dev,150000,159999,10000,10000,-1.0,3.0,0.0536,0.2853068523537421,536.0,814.0,0.005359999999999875
voltage:vio_1v8:dev,160000,169999,10000,10000,-5.0,0.0,-1.5694,1.973980749652843,-15694.0,38966.0,-0.1569249999999998
voltage:3.3v:dev,160000,169999,10000,10000,11.0,20.0,15.2153,15.2320353203372,152153.0,2320149.0,1.5213800000001412
power:3.3v:dev,160000,169999,10000,10000,-8.0,6.0,-0.6638,3.8641169754550653,-6638.0,149314.0,-0.0663500000000011
current:vio_1v8:dev,160000,169999,10000,10000,-950.0,487.0,-193.9108,352.05457133802423,-1939108.0,1.239424212E9,-19.386950000000038
power:tot:dev,160000,169999,10000,10000,-8.0,7.0,-0.6029,3.847765585375492,-6029.0,148053.0,-0.06026500000000103
current:3.3v:dev,160000,169999,10000,10000,-561.0,462.0,-42.0008,281.2229041170011,-420008.0,7.90863218E8,-4.197864999999982
power:vio_1v8:dev,160000,169999,10000,10000,-1.0,2.0,0.0609,0.30512292604784713,609.0,931.0,0.006084999999999849
voltage:vio_1v8:dev,170000,179999,10000,10000,-5.0,0.0,-1.4813,1.9123545696339892,-14813.0,36571.0,-0.14812500000000012
voltage:3.3v:dev,170000,179999,10000,10000,13.0,20.0,15.5458,15.57888956248166,155458.0,2427018.0,1.5544150000000774
power:3.3v:dev,170000,179999,10000,10000,-10.0,6.0,-0.7081,3.9773232204587043,-7081.0,158191.0,-0.0707900000000008
current:vio_1v8:dev,170000,179999,10000,10000,-905.0,530.0,-192.8405,352.517178446668,-1928405.0,1.242683611E9,-19.283149999999964
power:tot:dev,170000,179999,10000,10000,-10.0,7.0,-0.655,3.9707178192362145,-6550.0,157666.0,-0.06548000000000063
current:3.3v:dev,170000,179999,10000,10000,-567.0,462.0,-42.3093,281.02321665656024,-423093.0,7.89740483E8,-4.22958999999998
power:vio_1v8:dev,170000,179999,10000,10000,-1.0,2.0,0.0531,0.28053520278211075,531.0,787.0,0.005309999999999879
voltage:vio_1v8:dev,180000,189999,10000,10000,-5.0,0.0,-1.5215,1.942395428330699,-15215.0,37729.0,-0.15212999999999977
voltage:3.3v:dev,180000,189999,10000,10000,13.0,20.0,16.3072,16.37088879688577,163072.0,2680060.0,1.6305650000000225
power:3.3v:dev,180000,189999,10000,10000,-10.0,7.0,-0.7893,4.21206600138222,-7893.0,177415.0,-0.07891500000000036
current:vio_1v8:dev,180000,189999,10000,10000,-940.0,500.0,-196.3827,352.81688380801734,-1963827.0,1.244797535E9,-19.63505
power:tot:dev,180000,189999,10000,10000,-10.0,8.0,-0.7307,4.199821424775106,-7307.0,176385.0,-0.07305500000000074
current:3.3v:dev,180000,189999,10000,10000,-564.0,499.0,-41.6171,281.0945518860158,-416171.0,7.90141471E8,-4.160930000000003
power:vio_1v8:dev,180000,189999,10000,10000,-1.0,2.0,0.0586,0.293598365118064,586.0,862.0,0.0058599999999998575
voltage:vio_1v8:dev,190000,199999,10000,10000,-5.0,0.0,-1.4557,1.8943336559328718,-14557.0,35885.0,-0.14555000000000015
voltage:3.3v:dev,190000,199999,10000,10000,13.0,20.0,17.3759,17.452326492476583,173759.0,3045837.0,1.737400000000021
power:3.3v:dev,190000,199999,10000,10000,-11.0,7.0,-0.8643,4.521117118589165,-8643.0,204405.0,-0.08644500000000004
current:vio_1v8:dev,190000,199999,10000,10000,-1003.0,514.0,-195.5366,352.6556861869662,-1955366.0,1.24366033E9,-19.554944999999964
power:tot:dev,190000,199999,10000,10000,-11.0,7.0,-0.8098,4.514598542506299,-8098.0,203816.0,-0.08099500000000008
current:3.3v:dev,190000,199999,10000,10000,-578.0,462.0,-41.3453,281.10281873364414,-413453.0,7.90187947E8,-4.135744999999976
power:vio_1v8:dev,190000,199999,10000,10000,-1.0,2.0,0.0545,0.2816025568065745,545.0,793.0,0.0054499999999998725
voltage:vio_1v8:dev,200000,209999,10000,10000,-5.0,0.0,-1.4041,1.8581442355210211,-14041.0,34527.0,-0.1403950000000015
voltage:3.3v:dev,200000,209999,10000,10000,15.0,20.0,18.2182,18.282313857933847,182182.0,3342430.0,1.8216399999999886
power:3.3v:dev,200000,209999,10000,10000,-10.0,8.0,-0.8814,4.733159621225551,-8814.0,224028.0,-0.08810000000000028
current:vio_1v8:dev,200000,209999,10000,10000,-973.0,477.0,-195.4865,352.7459551858816,-1954865.0,1.244297089E9,-19.543229999999955
power:tot:dev,200000,209999,10000,10000,-10.0,8.0,-0.837,4.73087729707715,-8370.0,223812.0,-0.08366500000000042
current:3.3v:dev,200000,209999,10000,10000,-557.0,485.0,-40.7812,281.08416319671943,-407812.0,7.90083068E8,-4.076409999999988
power:vio_1v8:dev,200000,209999,10000,10000,-1.0,3.0,0.0444,0.260768096208106,444.0,680.0,0.0044349999999999095
voltage:vio_1v8:dev,210000,219999,10000,10000,-5.0,0.0,-1.4114,1.862954642496698,-14114.0,34706.0,-0.14112000000000097
voltage:3.3v:dev,210000,219999,10000,10000,15.0,21.0,18.9337,18.975523708187872,189337.0,3600705.0,1.8931799999998906
power:3.3v:dev,210000,219999,10000,10000,-10.0,8.0,-0.8944,4.930598340972422,-8944.0,243108.0,-0.08946000000000057
current:vio_1v8:dev,210000,219999,10000,10000,-938.0,500.0,-194.3351,351.9417441850284,-1943351.0,1.238629913E9,-19.436945000000026
power:tot:dev,210000,219999,10000,10000,-10.0,8.0,-0.8478,4.928488612140643,-8478.0,242900.0,-0.0848000000000003
current:3.3v:dev,210000,219999,10000,10000,-564.0,426.0,-41.0801,281.1814753855595,-410801.0,7.90630221E8,-4.109329999999999
power:vio_1v8:dev,210000,219999,10000,10000,-1.0,2.0,0.0466,0.2596150997149434,466.0,674.0,0.004659999999999902
voltage:vio_1v8:dev,220000,229999,10000,10000,-5.0,0.0,-1.3992,1.8527277187973412,-13992.0,34326.0,-0.13990500000000095
voltage:3.3v:dev,220000,229999,10000,10000,15.0,22.0,19.4629,19.485268794656132,194629.0,3796757.0,1.9460899999998178
power:3.3v:dev,220000,229999,10000,10000,-11.0,8.0,-0.8771,5.077981882598637,-8771.0,257859.0,-0.08772500000000026
current:vio_1v8:dev,220000,229999,10000,10000,-960.0,493.0,-192.8361,351.82392570716394,-1928361.0,1.237800747E9,-19.282615000000042
power:tot:dev,220000,229999,10000,10000,-11.0,9.0,-0.8329,5.074751225429676,-8329.0,257531.0,-0.08330500000000009
current:3.3v:dev,220000,229999,10000,10000,-554.0,462.0,-41.3341,281.823756805561,-413341.0,7.94246299E8,-4.134159999999966
power:vio_1v8:dev,220000,229999,10000,10000,-1.0,3.0,0.0442,0.25768197453450253,442.0,664.0,0.004419999999999913
voltage:vio_1v8:dev,230000,239999,10000,10000,-5.0,0.0,-1.4596,1.9009471323527123,-14596.0,36136.0,-0.14594000000000099
voltage:3.3v:dev,230000,239999,10000,10000,15.0,22.0,19.7549,19.764784339830275,197549.0,3906467.0,1.9752899999997973
power:3.3v:dev,230000,239999,10000,10000,-11.0,9.0,-0.8599,5.153396937942972,-8599.0,265575.0,-0.08601000000000036
current:vio_1v8:dev,230000,239999,10000,10000,-1010.0,475.0,-193.4429,351.7667228434208,-1934429.0,1.237398273E9,-19.343110000000134
power:tot:dev,230000,239999,10000,10000,-11.0,9.0,-0.812,5.1473682596060675,-8120.0,264954.0,-0.08122000000000003
current:3.3v:dev,230000,239999,10000,10000,-551.0,462.0,-41.2026,281.74420597414246,-412026.0,7.93797976E8,-4.121280000000003
power:vio_1v8:dev,230000,239999,10000,10000,-1.0,3.0,0.0479,0.2744084546802449,479.0,753.0,0.004789999999999898
voltage:vio_1v8:dev,240000,249999,10000,10000,-5.0,0.0,-1.3912,1.8452642087245934,-13912.0,34050.0,-0.13912000000000202
voltage:3.3v:dev,240000,249999,10000,10000,15.0,23.0,19.9671,19.97272890718742,199671.0,3989099.0,1.9964999999998352
power:3.3v:dev,240000,249999,10000,10000,-11.0,9.0,-0.8734,5.210316689031483,-8734.0,271474.0,-0.08728500000000025
current:vio_1v8:dev,240000,249999,10000,10000,-979.0,510.0,-191.5559,350.1328640673423,-1915559.0,1.225930225E9,-19.15346500000002
power:tot:dev,240000,249999,10000,10000,-11.0,9.0,-0.8332,5.20588128946483,-8332.0,271012.0,-0.08326500000000006
current:3.3v:dev,240000,249999,10000,10000,-564.0,462.0,-42.7523,281.850039027849,-427523.0,7.94394445E8,-4.272249999999993
power:vio_1v8:dev,240000,249999,10000,10000,-1.0,2.0,0.0402,0.25099800796022265,402.0,630.0,0.004019999999999928
voltage:vio_1v8:dev,250000,259999,10000,10000,-5.0,0.0,-1.4354,1.8779776356495836,-14354.0,35268.0,-0.14351000000000064
voltage:3.3v:dev,250000,259999,10000,10000,18.0,23.0,20.1682,20.174751547416886,201682.0,4070206.0,2.0166199999999
power:3.3v:dev,250000,259999,10000,10000,-11.0,9.0,-0.8635,5.260313678859846,-8635.0,276709.0,-0.08640500000000001
current:vio_1v8:dev,250000,259999,10000,10000,-1016.0,490.0,-193.4404,352.7337775149979,-1934404.0,1.244211178E9,-19.344865000000038
power:tot:dev,250000,259999,10000,10000,-11.0,10.0,-0.8184,5.256576832882784,-8184.0,276316.0,-0.0818949999999998
current:3.3v:dev,250000,259999,10000,10000,-546.0,458.0,-41.7615,281.6387460915135,-417615.0,7.93203833E8,-4.17931
power:vio_1v8:dev,250000,259999,10000,10000,-1.0,2.0,0.0451,0.26851443164195105,451.0,721.0,0.0045099999999999125
voltage:vio_1v8:dev,260000,269999,10000,10000,-5.0,0.0,-1.4876,1.9165072397463048,-14876.0,36730.0,-0.14875000000000038
voltage:3.3v:dev,260000,269999,10000,10000,18.0,24.0,20.5921,20.60951479292999,205921.0,4247521.0,2.0590000000000512
power:3.3v:dev,260000,269999,10000,10000,-12.0,9.0,-0.9224,5.3911037830856126,-9224.0,290640.0,-0.09217500000000067
current:vio_1v8:dev,260000,269999,10000,10000,-929.0,480.0,-195.5731,353.5801619152296,-1955731.0,1.250189309E9,-19.55213
power:tot:dev,260000,269999,10000,10000,-12.0,10.0,-0.8724,5.381523947730791,-8724.0,289608.0,-0.0871750000000004
current:3.3v:dev,260000,269999,10000,10000,-547.0,462.0,-42.5077,281.5840522827953,-425077.0,7.92895785E8,-4.247554999999986
power:vio_1v8:dev,260000,269999,10000,10000,-1.0,3.0,0.05,0.27748873851023215,500.0,770.0,0.0049999999999998926
voltage:vio_1v8:dev,270000,279999,10000,10000,-5.0,0.0,-1.4484,1.8848342102158482,-14484.0,35526.0,-0.14483500000000074
voltage:3.3v:dev,270000,279999,10000,10000,19.0,24.0,21.0802,21.107917945643052,210802.0,4455442.0,2.1078050000001074
power:3.3v:dev,270000,279999,10000,10000,-12.0,9.0,-0.9452,5.528037626500022,-9452.0,305592.0,-0.09454000000000017
current:vio_1v8:dev,270000,279999,10000,10000,-944.0,477.0,-194.2438,352.74288823447597,-1942438.0,1.244275452E9,-19.42501499999994
power:tot:dev,270000,279999,10000,10000,-12.0,10.0,-0.8986,5.521430973941447,-8986.0,304862.0,-0.08987999999999981
current:3.3v:dev,270000,279999,10000,10000,-552.0,462.0,-41.2832,281.1597709488326,-412832.0,7.90508168E8,-4.129485
power:vio_1v8:dev,270000,279999,10000,10000,-1.0,2.0,0.0466,0.2694438717061496,466.0,726.0,0.004659999999999904
voltage:vio_1v8:dev,280000,289999,10000,10000,-5.0,0.0,-1.3732,1.8333030300525879,-13732.0,33610.0,-0.1373100000000013
voltage:3.3v:dev,280000,289999,10000,10000,19.0,25.0,21.5528,21.586440188229275,215528.0,4659744.0,2.155065000000107
power:3.3v:dev,280000,289999,10000,10000,-12.0,9.0,-0.9988,5.675314969232986,-9988.0,322092.0,-0.09985000000000084
current:vio_1v8:dev,280000,289999,10000,10000,-906.0,475.0,-195.1361,353.1374926285794,-1951361.0,1.247060887E9,-19.51135500000008
power:tot:dev,280000,289999,10000,10000,-12.0,9.0,-0.9567,5.674213601901148,-9567.0,321967.0,-0.09564000000000053
current:3.3v:dev,280000,289999,10000,10000,-545.0,439.0,-41.6882,281.6708742486521,-416882.0,7.93384814E8,-4.167620000000005
power:vio_1v8:dev,280000,289999,10000,10000,-1.0,2.0,0.0421,0.2527844931952908,421.0,639.0,0.004209999999999919
voltage:vio_1v8:dev,290000,299999,10000,10000,-5.0,0.0,-1.4816,1.9098167451355117,-14816.0,36474.0,-0.14814000000000052
voltage:3.3v:dev,290000,299999,10000,10000,20.0,24.0,22.3744,22.40914991694241,223744.0,5021700.0,2.2372249999999987
power:3.3v:dev,290000,299999,10000,10000,-13.0,10.0,-1.0488,5.909416214821901,-10488.0,349212.0,-0.10491000000000077
current:vio_1v8:dev,290000,299999,10000,10000,-993.0,493.0,-193.5027,352.16328471321367,-1935027.0,1.240189791E9,-19.34843000000009
power:tot:dev,290000,299999,10000,10000,-13.0,11.0,-0.9962,5.897558817002167,-9962.0,347812.0,-0.09965000000000078
