Version="1.0"
cirKey,startRecNo,endRecNo,binSize,count,min,max,mean,rms,sum,sumSqs,integral
power:vio_1v8:dev,750000,759999,10000,10000,-1.0,2.0,0.0537,0.27367864366808015,537.0,749.0,0.005369999999999873
voltage:vio_1v8:dev,760000,769999,10000,10000,-5.0,0.0,-1.4989,1.9262139029713186,-14989.0,37103.0,-0.14987999999999993
voltage:3.3v:dev,760000,769999,10000,10000,42.0,48.0,44.3012,44.30532247935907,443012.0,1.9629616E7,4.429680000000676
power:3.3v:dev,760000,769999,10000,10000,-25.0,21.0,-1.8266,12.094899751548171,-18266.0,1462866.0,-0.18260999999999936
current:vio_1v8:dev,760000,769999,10000,10000,-1049.0,474.0,-195.7809,347.4924273995046,-1957809.0,1.207509871E9,-19.573859999999982
power:tot:dev,760000,769999,10000,10000,-25.0,22.0,-1.7764,12.084601772503717,-17764.0,1460376.0,-0.17758999999999908
current:3.3v:dev,760000,769999,10000,10000,-565.0,479.0,-40.66,282.6828820427583,-406600.0,7.99096118E8,-4.064709999999993
power:vio_1v8:dev,760000,769999,10000,10000,-1.0,2.0,0.0502,0.2749545416973504,502.0,756.0,0.005019999999999891
voltage:vio_1v8:dev,770000,779999,10000,10000,-5.0,0.0,-1.4458,1.8866372200293304,-14458.0,35594.0,-0.1445650000000008
voltage:3.3v:dev,770000,779999,10000,10000,42.0,48.0,44.593,44.600786988572295,445930.0,1.9892302E7,4.458860000000345
power:3.3v:dev,770000,779999,10000,10000,-25.0,20.0,-1.8716,12.185860658976862,-18716.0,1484952.0,-0.18711499999999923
current:vio_1v8:dev,770000,779999,10000,10000,-936.0,465.0,-195.1852,346.4449754289994,-1951852.0,1.20024121E9,-19.51666000000002
power:tot:dev,770000,779999,10000,10000,-25.0,21.0,-1.8263,12.179963054131157,-18263.0,1483515.0,-0.18258499999999922
current:3.3v:dev,770000,779999,10000,10000,-551.0,458.0,-40.9772,282.6608303249674,-409772.0,7.9897145E8,-4.096745
power:vio_1v8:dev,770000,779999,10000,10000,-1.0,2.0,0.0453,0.25748786379167465,453.0,663.0,0.004529999999999906
voltage:vio_1v8:dev,780000,789999,10000,10000,-5.0,0.0,-1.4368,1.8788826466812663,-14368.0,35302.0,-0.14366000000000043
voltage:3.3v:dev,780000,789999,10000,10000,42.0,48.0,44.9882,45.00032444327485,449882.0,2.0250292E7,4.498380000000145
power:3.3v:dev,780000,789999,10000,10000,-26.0,20.0,-1.8802,12.307834903020108,-18802.0,1514828.0,-0.1880299999999988
current:vio_1v8:dev,780000,789999,10000,10000,-880.0,506.0,-194.0163,345.7372926081304,-1940163.0,1.195342755E9,-19.397999999999946
power:tot:dev,780000,789999,10000,10000,-25.0,21.0,-1.8364,12.303056530797539,-18364.0,1513652.0,-0.18365499999999846
current:3.3v:dev,780000,789999,10000,10000,-578.0,462.0,-40.2199,282.719909274179,-402199.0,7.99305471E8,-4.022174999999984
power:vio_1v8:dev,780000,789999,10000,10000,-1.0,2.0,0.0438,0.2588435821108957,438.0,670.0,0.004374999999999912
voltage:vio_1v8:dev,790000,799999,10000,10000,-5.0,0.0,-1.421,1.8687964041061296,-14210.0,34924.0,-0.14209000000000113
voltage:3.3v:dev,790000,799999,10000,10000,44.0,48.0,45.5084,45.52410130908682,455084.0,2.0724438E7,4.550385000000014
power:3.3v:dev,790000,799999,10000,10000,-25.0,19.0,-1.9531,12.464529674239618,-19531.0,1553645.0,-0.19511500000000004
current:vio_1v8:dev,790000,799999,10000,10000,-951.0,470.0,-195.0229,345.8615924036666,-1950229.0,1.196202411E9,-19.49681999999993
power:tot:dev,790000,799999,10000,10000,-25.0,20.0,-1.9063,12.456480241223844,-19063.0,1551639.0,-0.19044000000000041
current:3.3v:dev,790000,799999,10000,10000,-545.0,439.0,-40.8083,282.9584632061745,-408083.0,8.00654919E8,-4.076504999999986
power:vio_1v8:dev,790000,799999,10000,10000,-1.0,2.0,0.0468,0.2619160170741759,468.0,686.0,0.0046749999999999015
voltage:vio_1v8:dev,800000,809999,10000,10000,-5.0,0.0,-1.4514,1.8914544668059021,-14514.0,35776.0,-0.14511500000000072
voltage:3.3v:dev,800000,809999,10000,10000,44.0,48.0,46.0385,46.05550889958768,460385.0,2.1211099E7,4.603399999999917
power:3.3v:dev,800000,809999,10000,10000,-25.0,20.0,-1.9844,12.638552132265785,-19844.0,1597330.0,-0.19851000000000002
current:vio_1v8:dev,800000,809999,10000,10000,-1036.0,480.0,-195.2467,346.61122269770783,-1952467.0,1.201393397E9,-19.52554
power:tot:dev,800000,809999,10000,10000,-25.0,21.0,-1.9373,12.631868428700482,-19373.0,1595641.0,-0.19380000000000006
current:3.3v:dev,800000,809999,10000,10000,-534.0,458.0,-40.8182,283.34944044412725,-408182.0,8.02869054E8,-4.083509999999987
power:vio_1v8:dev,800000,809999,10000,10000,-1.0,3.0,0.0471,0.2628687885618983,471.0,691.0,0.0047099999999999035
voltage:vio_1v8:dev,810000,819999,10000,10000,-5.0,0.0,-1.3904,1.8449390233826157,-13904.0,34038.0,-0.13902500000000112
voltage:3.3v:dev,810000,819999,10000,10000,44.0,48.0,46.3102,46.326711517222975,463102.0,2.1461642E7,4.630559999999875
power:3.3v:dev,810000,819999,10000,10000,-25.0,21.0,-1.9929,12.72529370977346,-19929.0,1619331.0,-0.19924000000000028
current:vio_1v8:dev,810000,819999,10000,10000,-1049.0,510.0,-195.5221,347.11978609696104,-1955221.0,1.204921459E9,-19.550704999999972
power:tot:dev,810000,819999,10000,10000,-25.0,22.0,-1.944,12.721155607884057,-19440.0,1618278.0,-0.19435000000000005
current:3.3v:dev,810000,819999,10000,10000,-541.0,462.0,-40.4633,283.63230228589975,-404633.0,8.04472829E8,-4.045229999999997
power:vio_1v8:dev,810000,819999,10000,10000,-1.0,2.0,0.0489,0.25748786379167465,489.0,663.0,0.004889999999999893
voltage:vio_1v8:dev,820000,829999,10000,10000,-5.0,0.0,-1.4412,1.8881737208212597,-14412.0,35652.0,-0.1440950000000008
voltage:3.3v:dev,820000,829999,10000,10000,44.0,48.0,46.4637,46.47996665231162,464637.0,2.1603873E7,4.6459249999998224
power:3.3v:dev,820000,829999,10000,10000,-25.0,21.0,-1.9943,12.75581044073641,-19943.0,1627107.0,-0.19952500000000026
current:vio_1v8:dev,820000,829999,10000,10000,-1049.0,520.0,-195.8446,345.94583217607925,-1958446.0,1.196785188E9,-19.582340000000062
power:tot:dev,820000,829999,10000,10000,-25.0,21.0,-1.9464,12.749815684942272,-19464.0,1625578.0,-0.19473500000000046
current:3.3v:dev,820000,829999,10000,10000,-557.0,478.0,-40.4558,283.29988175076954,-404558.0,8.0258823E8,-4.047919999999988
power:vio_1v8:dev,820000,829999,10000,10000,-1.0,2.0,0.0479,0.2613426869074396,479.0,683.0,0.004789999999999897
voltage:vio_1v8:dev,830000,839999,10000,10000,-5.0,0.0,-1.4557,1.8976564494133283,-14557.0,36011.0,-0.14557000000000075
voltage:3.3v:dev,830000,839999,10000,10000,44.0,50.0,46.8052,46.819359243799994,468052.0,2.1920524E7,4.68004999999975
power:3.3v:dev,830000,839999,10000,10000,-26.0,20.0,-1.9951,12.859941679494506,-19951.0,1653781.0,-0.19933999999999993
current:vio_1v8:dev,830000,839999,10000,10000,-946.0,480.0,-195.736,345.3561025955673,-1957360.0,1.192708376E9,-19.56945999999999
power:tot:dev,830000,839999,10000,10000,-26.0,22.0,-1.947,12.853684296729867,-19470.0,1652172.0,-0.19452999999999968
current:3.3v:dev,830000,839999,10000,10000,-561.0,442.0,-40.3196,283.43904035965124,-403196.0,8.03376896E8,-4.028220000000001
power:vio_1v8:dev,830000,839999,10000,10000,-1.0,2.0,0.0481,0.2605762844159077,481.0,679.0,0.004809999999999902
voltage:vio_1v8:dev,840000,849999,10000,10000,-5.0,0.0,-1.495,1.9252532300972773,-14950.0,37066.0,-0.1494750000000003
voltage:3.3v:dev,840000,849999,10000,10000,44.0,50.0,47.0879,47.09970382072481,470879.0,2.2183821E7,4.708314999999652
power:3.3v:dev,840000,849999,10000,10000,-27.0,22.0,-1.9848,12.928294551099926,-19848.0,1671408.0,-0.19854000000000124
current:vio_1v8:dev,840000,849999,10000,10000,-853.0,477.0,-196.227,346.00701120064025,-1962270.0,1.197208518E9,-19.62403499999997
power:tot:dev,840000,849999,10000,10000,-27.0,23.0,-1.9312,12.919837460277897,-19312.0,1669222.0,-0.19318000000000093
current:3.3v:dev,840000,849999,10000,10000,-575.0,501.0,-40.1342,283.423114794824,-401342.0,8.0328662E8,-4.014699999999996
power:vio_1v8:dev,840000,849999,10000,10000,-1.0,2.0,0.0536,0.27640549922170504,536.0,764.0,0.0053599999999998735
voltage:vio_1v8:dev,850000,859999,10000,10000,-5.0,0.0,-1.4339,1.8757665099899827,-14339.0,35185.0,-0.14336000000000101
voltage:3.3v:dev,850000,859999,10000,10000,44.0,50.0,47.0991,47.11067501108427,470991.0,2.2194157E7,4.709449999999647
power:3.3v:dev,850000,859999,10000,10000,-26.0,22.0,-2.0059,12.947860827179136,-20059.0,1676471.0,-0.20070499999999966
current:vio_1v8:dev,850000,859999,10000,10000,-962.0,470.0,-194.64,344.2235555565598,-1946400.0,1.184898562E9,-19.463864999999984
power:tot:dev,850000,859999,10000,10000,-26.0,23.0,-1.9608,12.942727687778955,-19608.0,1675142.0,-0.1961949999999999
current:3.3v:dev,850000,859999,10000,10000,-551.0,462.0,-40.5441,283.7153441391565,-405441.0,8.04943965E8,-4.056939999999987
power:vio_1v8:dev,850000,859999,10000,10000,-1.0,3.0,0.0451,0.2551470164434615,451.0,651.0,0.004509999999999907
voltage:vio_1v8:dev,860000,869999,10000,10000,-5.0,0.0,-1.4514,1.887908896107013,-14514.0,35642.0,-0.14513000000000056
voltage:3.3v:dev,860000,869999,10000,10000,44.0,49.0,47.2592,47.26918023405948,472592.0,2.2343754E7,4.725444999999515
power:3.3v:dev,860000,869999,10000,10000,-26.0,21.0,-2.0154,13.017933783822992,-20154.0,1694666.0,-0.20148000000000046
current:vio_1v8:dev,860000,869999,10000,10000,-923.0,467.0,-195.0742,343.6091101819042,-1950742.0,1.180672206E9,-19.5048700000001
power:tot:dev,860000,869999,10000,10000,-26.0,23.0,-1.9665,13.01172932395998,-19665.0,1693051.0,-0.19659000000000051
current:3.3v:dev,860000,869999,10000,10000,-558.0,445.0,-40.7937,284.2076893752173,-407937.0,8.07740107E8,-4.078100000000007
power:vio_1v8:dev,860000,869999,10000,10000,-1.0,2.0,0.0489,0.2601922366251537,489.0,677.0,0.004889999999999889
voltage:vio_1v8:dev,870000,879999,10000,10000,-5.0,0.0,-1.4437,1.886557711812708,-14437.0,35591.0,-0.1443700000000006
voltage:3.3v:dev,870000,879999,10000,10000,44.0,50.0,47.5199,47.52668618786713,475199.0,2.2587859E7,4.751509999999469
power:3.3v:dev,870000,879999,10000,10000,-26.0,20.0,-1.9802,13.074448363124159,-19802.0,1709412.0,-0.19796500000000042
current:vio_1v8:dev,870000,879999,10000,10000,-954.0,457.0,-195.6884,344.0970990868711,-1956884.0,1.184028136E9,-19.56665000000008
power:tot:dev,870000,879999,10000,10000,-26.0,20.0,-1.9318,13.070646502755707,-19318.0,1708418.0,-0.1931250000000002
current:3.3v:dev,870000,879999,10000,10000,-554.0,445.0,-40.3618,284.09577504778207,-403618.0,8.07104094E8,-4.035055000000002
power:vio_1v8:dev,870000,879999,10000,10000,-1.0,2.0,0.0484,0.260768096208106,484.0,680.0,0.004839999999999893
voltage:vio_1v8:dev,880000,889999,10000,10000,-5.0,0.0,-1.44,1.8857889595604276,-14400.0,35562.0,-0.1439850000000011
voltage:3.3v:dev,880000,889999,10000,10000,44.0,51.0,47.6919,47.69663824631669,476919.0,2.2749693E7,4.768719999999453
power:3.3v:dev,880000,889999,10000,10000,-26.0,21.0,-1.962,13.137343719336874,-19620.0,1725898.0,-0.1961250000000008
current:vio_1v8:dev,880000,889999,10000,10000,-928.0,464.0,-195.3837,343.9282545822602,-1953837.0,1.182866443E9,-19.533715000000022
power:tot:dev,880000,889999,10000,10000,-26.0,22.0,-1.9158,13.131130949008163,-19158.0,1724266.0,-0.19151000000000118
current:3.3v:dev,880000,889999,10000,10000,-558.0,455.0,-40.0491,284.41571176712444,-400491.0,8.08922971E8,-4.003344999999993
power:vio_1v8:dev,880000,889999,10000,10000,-1.0,2.0,0.0462,0.2545584412271571,462.0,648.0,0.004614999999999906
voltage:vio_1v8:dev,890000,899999,10000,10000,-5.0,0.0,-1.441,1.8854177255982294,-14410.0,35548.0,-0.14408500000000124
voltage:3.3v:dev,890000,899999,10000,10000,44.0,51.0,47.7825,47.78598853220471,477825.0,2.2835007E7,4.777769999999488
power:3.3v:dev,890000,899999,10000,10000,-26.0,20.0,-1.9579,13.193964529283836,-19579.0,1740807.0,-0.1956900000000001
current:vio_1v8:dev,890000,899999,10000,10000,-943.0,494.0,-194.9056,343.44339562728527,-1949056.0,1.17953366E9,-19.486289999999993
power:tot:dev,890000,899999,10000,10000,-26.0,21.0,-1.9144,13.18774431053317,-19144.0,1739166.0,-0.1913450000000007
current:3.3v:dev,890000,899999,10000,10000,-554.0,449.0,-40.1658,285.0899615910739,-401658.0,8.12762862E8,-4.0144800000000105
power:vio_1v8:dev,890000,899999,10000,10000,-1.0,2.0,0.0435,0.25238858928247926,435.0,637.0,0.00434499999999991
voltage:vio_1v8:dev,900000,909999,10000,10000,-5.0,0.0,-1.4063,1.859112691581659,-14063.0,34563.0,-0.14062500000000183
voltage:3.3v:dev,900000,909999,10000,10000,44.0,51.0,47.8047,47.807962725889084,478047.0,2.2856013E7,4.779989999999496
power:3.3v:dev,900000,909999,10000,10000,-25.0,21.0,-1.9529,13.195177149246614,-19529.0,1741127.0,-0.1952350000000007
current:vio_1v8:dev,900000,909999,10000,10000,-973.0,463.0,-194.937,342.62386081532617,-1949370.0,1.1739111E9,-19.492875000000005
power:tot:dev,900000,909999,10000,10000,-25.0,21.0,-1.9103,13.193562824347334,-19103.0,1740701.0,-0.19097500000000064
current:3.3v:dev,900000,909999,10000,10000,-538.0,449.0,-40.0702,285.0119278205739,-400702.0,8.1231799E8,-4.005865000000015
power:vio_1v8:dev,900000,909999,10000,10000,-1.0,2.0,0.0426,0.2420743687382041,426.0,586.0,0.00425999999999992
voltage:vio_1v8:dev,910000,919999,10000,10000,-6.0,0.0,-1.46,1.8989470766717012,-14600.0,36060.0,-0.145985000000001
voltage:3.3v:dev,910000,919999,10000,10000,44.0,52.0,47.9108,47.91309424364075,479108.0,2.2956646E7,4.790614999999527
power:3.3v:dev,910000,919999,10000,10000,-26.0,21.0,-1.9298,13.255383811870557,-19298.0,1757052.0,-0.1929049999999999
current:vio_1v8:dev,910000,919999,10000,10000,-930.0,464.0,-195.2205,343.2365171423344,-1952205.0,1.178113067E9,-19.51769000000001
power:tot:dev,910000,919999,10000,10000,-26.0,22.0,-1.8822,13.251105614249703,-18822.0,1755918.0,-0.18815000000000007
current:3.3v:dev,910000,919999,10000,10000,-547.0,445.0,-39.6667,285.5882373278003,-396667.0,8.15606413E8,-3.9652300000000094
power:vio_1v8:dev,910000,919999,10000,10000,-1.0,2.0,0.0476,0.2645751311064591,476.0,700.0,0.0047549999999998965
voltage:vio_1v8:dev,920000,929999,10000,10000,-5.0,0.0,-1.4778,1.9101308855677928,-14778.0,36486.0,-0.14777000000000043
voltage:3.3v:dev,920000,929999,10000,10000,45.0,52.0,47.9879,47.9901833711854,479879.0,2.3030577E7,4.79830999999959
power:3.3v:dev,920000,929999,10000,10000,-26.0,22.0,-1.9467,13.23485171809643,-19467.0,1751613.0,-0.1946649999999996
current:vio_1v8:dev,920000,929999,10000,10000,-916.0,471.0,-195.4832,343.9332033985669,-1954832.0,1.182900484E9,-19.54916000000007
power:tot:dev,920000,929999,10000,10000,-26.0,23.0,-1.8938,13.23004913067219,-18938.0,1750342.0,-0.18937500000000013
current:3.3v:dev,920000,929999,10000,10000,-554.0,462.0,-40.0035,284.7117681094338,-400035.0,8.10607909E8,-4.0002649999999935
power:vio_1v8:dev,920000,929999,10000,10000,-1.0,2.0,0.0529,0.26551836094703507,529.0,705.0,0.005289999999999876
voltage:vio_1v8:dev,930000,939999,10000,10000,-5.0,0.0,-1.4184,1.8678865061882106,-14184.0,34890.0,-0.14182000000000125
voltage:3.3v:dev,930000,939999,10000,10000,46.0,52.0,48.116,48.11913548683101,481160.0,2.3154512E7,4.811119999999661
power:3.3v:dev,930000,939999,10000,10000,-27.0,22.0,-1.952,13.280647574572559,-19520.0,1763756.0,-0.1951250000000007
current:vio_1v8:dev,930000,939999,10000,10000,-913.0,504.0,-195.4034,342.6548423705697,-1954034.0,1.17412341E9,-19.53558000000002
power:tot:dev,930000,939999,10000,10000,-27.0,23.0,-1.9099,13.276298429908842,-19099.0,1762601.0,-0.19092000000000078
current:3.3v:dev,930000,939999,10000,10000,-580.0,462.0,-40.041,284.87939623637226,-400410.0,8.11562704E8,-4.002600000000009
power:vio_1v8:dev,930000,939999,10000,10000,-1.0,2.0,0.0421,0.24515301344262524,421.0,601.0,0.0042049999999999215
voltage:vio_1v8:dev,940000,949999,10000,10000,-5.0,0.0,-1.4062,1.8531055015837603,-14062.0,34340.0,-0.14062000000000166
voltage:3.3v:dev,940000,949999,10000,10000,45.0,52.0,48.1466,48.15030010290694,481466.0,2.3184514E7,4.814179999999644
power:3.3v:dev,940000,949999,10000,10000,-27.0,22.0,-1.9416,13.264961364436763,-19416.0,1759592.0,-0.19402000000000127
current:vio_1v8:dev,940000,949999,10000,10000,-923.0,457.0,-194.2103,340.301082719406,-1942103.0,1.158048269E9,-19.41817999999997
power:tot:dev,940000,949999,10000,10000,-27.0,22.0,-1.8999,13.26273350407072,-18999.0,1759001.0,-0.1898500000000007
current:3.3v:dev,940000,949999,10000,10000,-568.0,462.0,-39.722,284.32373449995345,-397220.0,8.0839986E8,-3.9691849999999858
power:vio_1v8:dev,940000,949999,10000,10000,-1.0,2.0,0.0417,0.24145392935299273,417.0,583.0,0.004169999999999921
voltage:vio_1v8:dev,950000,959999,10000,10000,-5.0,0.0,-1.5208,1.9432961688841976,-15208.0,37764.0,-0.1520499999999995
voltage:3.3v:dev,950000,959999,10000,10000,46.0,53.0,48.2259,48.23085215917297,482259.0,2.3262151E7,4.822109999999754
power:3.3v:dev,950000,959999,10000,10000,-27.0,22.0,-1.9771,13.32404968468671,-19771.0,1775303.0,-0.19775000000000112
current:vio_1v8:dev,950000,959999,10000,10000,-946.0,467.0,-195.1982,341.2720302046448,-1951982.0,1.164665986E9,-19.518585000000066
power:tot:dev,950000,959999,10000,10000,-27.0,22.0,-1.9246,13.310679922528376,-19246.0,1771742.0,-0.19250500000000118
current:3.3v:dev,950000,959999,10000,10000,-564.0,468.0,-40.175,284.92385895182593,-401750.0,8.11816054E8,-4.018299999999995
power:vio_1v8:dev,950000,959999,10000,10000,-1.0,2.0,0.0525,0.27622454633866267,525.0,763.0,0.005244999999999877
voltage:vio_1v8:dev,960000,969999,10000,10000,-5.0,0.0,-1.4669,1.9043371550227128,-14669.0,36265.0,-0.14668500000000062
voltage:3.3v:dev,960000,969999,10000,10000,46.0,52.0,48.3571,48.3641654533602,483571.0,2.3390925E7,4.835224999999776
power:3.3v:dev,960000,969999,10000,10000,-28.0,21.0,-1.9646,13.399985074618552,-19646.0,1795596.0,-0.196410000000001
current:vio_1v8:dev,960000,969999,10000,10000,-910.0,471.0,-194.0988,340.1338771719159,-1940988.0,1.156910544E9,-19.410444999999985
power:tot:dev,960000,969999,10000,10000,-28.0,22.0,-1.9175,13.394226368103535,-19175.0,1794053.0,-0.19170000000000062
current:3.3v:dev,960000,969999,10000,10000,-601.0,445.0,-39.7033,285.6650225351364,-397033.0,8.16045051E8,-3.9692999999999707
power:vio_1v8:dev,960000,969999,10000,10000,-1.0,2.0,0.0471,0.25787593916455254,471.0,665.0,0.004709999999999899
voltage:vio_1v8:dev,970000,979999,10000,10000,-5.0,0.0,-1.436,1.8775515971605148,-14360.0,35252.0,-0.14358000000000107
voltage:3.3v:dev,970000,979999,10000,10000,46.0,53.0,48.4997,48.509274370990134,484997.0,2.3531497E7,4.849489999999826
power:3.3v:dev,970000,979999,10000,10000,-26.0,20.0,-1.9964,13.397223592968807,-19964.0,1794856.0,-0.19968999999999978
current:vio_1v8:dev,970000,979999,10000,10000,-894.0,477.0,-195.3989,341.0480759365166,-1953989.0,1.163137901E9,-19.53764500000002
power:tot:dev,970000,979999,10000,10000,-26.0,21.0,-1.9498,13.391489834966086,-19498.0,1793320.0,-0.19503
current:3.3v:dev,970000,979999,10000,10000,-547.0,433.0,-39.9053,284.72467490542505,-399053.0,8.10681405E8,-3.991640000000008
power:vio_1v8:dev,970000,979999,10000,10000,-1.0,2.0,0.0466,0.25768197453450253,466.0,664.0,0.004659999999999904
voltage:vio_1v8:dev,980000,989999,10000,10000,-6.0,0.0,-1.4006,1.8507295858660713,-14006.0,34252.0,-0.1400500000000017
voltage:3.3v:dev,980000,989999,10000,10000,46.0,53.0,48.6144,48.62584086676548,486144.0,2.3644724E7,4.860959999999915
power:3.3v:dev,980000,989999,10000,10000,-26.0,22.0,-1.9933,13.422045298686784,-19933.0,1801513.0,-0.19920500000000094
current:vio_1v8:dev,980000,989999,10000,10000,-847.0,473.0,-195.2226,341.50953749492857,-1952226.0,1.166287642E9,-19.517510000000005
power:tot:dev,980000,989999,10000,10000,-26.0,22.0,-1.9472,13.421944717513925,-19472.0,1801486.0,-0.1946000000000005
current:3.3v:dev,980000,989999,10000,10000,-554.0,449.0,-39.6132,284.51264295282203,-396132.0,8.0947444E8,-3.958624999999995
power:vio_1v8:dev,980000,989999,10000,10000,-1.0,3.0,0.0461,0.2511971337416094,461.0,631.0,0.004604999999999903
voltage:vio_1v8:dev,990000,999999,10000,10000,-5.0,0.0,-1.4743,1.9117792759625782,-14743.0,36549.0,-0.1474200000000005
voltage:3.3v:dev,990000,999999,10000,10000,46.0,53.0,48.8731,48.888445465160785,488731.0,2.3900801E7,4.8868199999999495
power:3.3v:dev,990000,999999,10000,10000,-27.0,21.0,-2.0446,13.539955686781253,-20446.0,1833304.0,-0.20440499999999984
current:vio_1v8:dev,990000,999999,10000,10000,-899.0,477.0,-193.8043,339.87601312831714,-1938043.0,1.155157043E9,-19.378095000000073
power:tot:dev,990000,999999,10000,10000,-27.0,21.0,-1.9918,13.536210695759726,-19918.0,1832290.0,-0.19912500000000025
current:3.3v:dev,990000,999999,10000,10000,-578.0,442.0,-40.0185,285.37257068611206,-400185.0,8.14375041E8,-4.000839999999988
power:vio_1v8:dev,990000,999999,10000,10000,-1.0,3.0,0.0528,0.2634387974463898,528.0,694.0,0.0052799999999998725
voltage:vio_1v8:dev,1000000,1009999,10000,10000,-5.0,0.0,-1.4454,1.8853116453255148,-14454.0,35544.0,-0.14451500000000028
voltage:3.3v:dev,1000000,1009999,10000,10000,47.0,53.0,49.2834,49.303936962477955,492834.0,2.4308782E7,4.927859999999974
power:3.3v:dev,1000000,1009999,10000,10000,-28.0,22.0,-2.0729,13.637716084447572,-20729.0,1859873.0,-0.20739500000000075
current:vio_1v8:dev,1000000,1009999,10000,10000,-917.0,457.0,-194.7862,340.15737593061243,-1947862.0,1.157070404E9,-19.47688999999997
power:tot:dev,1000000,1009999,10000,10000,-28.0,22.0,-2.0234,13.635131095812756,-20234.0,1859168.0,-0.2024450000000007
current:3.3v:dev,1000000,1009999,10000,10000,-565.0,451.0,-39.8733,284.82004055192465,-398733.0,8.11224555E8,-3.9896650000000107
power:vio_1v8:dev,1000000,1009999,10000,10000,-1.0,2.0,0.0495,0.26210684844162313,495.0,687.0,0.004949999999999889
voltage:vio_1v8:dev,1010000,1019999,10000,10000,-5.0,0.0,-1.4901,1.922472366511415,-14901.0,36959.0,-0.1490100000000002
voltage:3.3v:dev,1010000,1019999,10000,10000,47.0,53.0,49.444,49.465830630850625,494440.0,2.4468684E7,4.9439149999999845
power:3.3v:dev,1010000,1019999,10000,10000,-27.0,22.0,-2.085,13.716756176297661,-20850.0,1881494.0,-0.20829500000000165
current:vio_1v8:dev,1010000,1019999,10000,10000,-897.0,467.0,-194.5858,340.40931949639685,-1945858.0,1.158785048E9,-19.454449999999973
power:tot:dev,1010000,1019999,10000,10000,-27.0,22.0,-2.032,13.711695737581111,-20320.0,1880106.0,-0.20299500000000192
current:3.3v:dev,1010000,1019999,10000,10000,-564.0,462.0,-39.6927,285.27300555783404,-396927.0,8.13806877E8,-3.9649399999999813
power:vio_1v8:dev,1010000,1019999,10000,10000,-1.0,2.0,0.053,0.2645751311064591,530.0,700.0,0.005299999999999877
digital:smb_data:dev,0,9999,10000,10000,1.0,1.0,1.0,1.0,10000.0,10000.0,10.238975999999084
digital:led_1#:dev,0,9999,10000,10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
digital:smb_clk:dev,0,9999,10000,10000,1.0,1.0,1.0,1.0,10000.0,10000.0,10.238975999999084
digital:devslp:dev,0,9999,10000,10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
digital:vio_cfg:dev,0,9999,10000,10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
digital:alert#:dev,0,9999,10000,10000,1.0,1.0,1.0,1.0,10000.0,10000.0,10.238975999999084
digital:susclk:dev,0,9999,10000,10000,1.0,1.0,1.0,1.0,10000.0,10000.0,10.238975999999084
digital:mfg_clk:dev,0,9999,10000,10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
digital:pln#:dev,0,9999,10000,10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
digital:pwrdis:dev,0,9999,10000,10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
digital:mfg_data:dev,0,9999,10000,10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
digital:clkreq#:dev,0,9999,10000,10000,1.0,1.0,1.0,1.0,10000.0,10000.0,10.238975999999084
digital:perst#:dev,0,9999,10000,10000,1.0,1.0,1.0,1.0,10000.0,10000.0,10.238975999999084
digital:pewake#:dev,0,9999,10000,10000,1.0,1.0,1.0,1.0,10000.0,10000.0,10.238975999999084
digital:pla_s3#:dev,0,9999,10000,10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
digital:pedet:dev,0,9999,10000,10000,1.0,1.0,1.0,1.0,10000.0,10000.0,10.238975999999084
