"Time mS","Rate Flow mL/s","Total Volume L"
166294,47.05555555555556,0.166012
166313,44.578947368421055,0.166859
166330,49.8235294117647,0.167706
166348,47.05555555555556,0.168553
166367,44.578947368421055,0.1694
166384,49.8235294117647,0.170247
166402,47.05555555555556,0.171094
166421,44.578947368421055,0.171941
166437,52.9375,0.172788
166455,47.05555555555556,0.17363499999999998
166474,44.578947368421055,0.174482
166491,49.8235294117647,0.17532899999999998
166509,47.05555555555556,0.176176
166528,44.578947368421055,0.17702299999999999
166545,49.8235294117647,0.17787
166562,49.8235294117647,0.178717
166581,44.578947368421055,0.179564
166598,49.8235294117647,0.180411
166616,47.05555555555556,0.181258
166634,47.05555555555556,0.182105
166652,47.05555555555556,0.182952
166670,47.05555555555556,0.183799
166688,47.05555555555556,0.184646
166706,47.05555555555556,0.185493
166724,47.05555555555556,0.18634
166742,47.05555555555556,0.187187
166760,47.05555555555556,0.188034
166778,47.05555555555556,0.188881
166796,47.05555555555556,0.189728
166814,47.05555555555556,0.190575
166832,47.05555555555556,0.191422
166850,47.05555555555556,0.192269
166867,49.8235294117647,0.193116
166885,47.05555555555556,0.193963
166903,47.05555555555556,0.19481
166921,47.05555555555556,0.195657
166939,47.05555555555556,0.19650399999999998
166957,47.05555555555556,0.197351
166974,49.8235294117647,0.19819799999999999
166991,49.8235294117647,0.199045
167009,47.05555555555556,0.199892
167026,49.8235294117647,0.200739
167044,47.05555555555556,0.201586
167063,44.578947368421055,0.202433
167079,52.9375,0.20328
167097,47.05555555555556,0.204127
167115,47.05555555555556,0.204974
167132,49.8235294117647,0.205821
167150,47.05555555555556,0.206668
167168,47.05555555555556,0.207515
167185,49.8235294117647,0.208362
167203,47.05555555555556,0.209209
167221,47.05555555555556,0.210056
167239,47.05555555555556,0.210903
167256,49.8235294117647,0.21175
167274,47.05555555555556,0.212597
167291,49.8235294117647,0.213444
167309,47.05555555555556,0.214291
167327,47.05555555555556,0.215138
167345,47.05555555555556,0.215985
167363,47.05555555555556,0.216832
167381,47.05555555555556,0.21767899999999998
167399,47.05555555555556,0.218526
167417,47.05555555555556,0.21937299999999998
167435,47.05555555555556,0.22022
167452,49.8235294117647,0.22106699999999999
167470,47.05555555555556,0.221914
167488,47.05555555555556,0.222761
167505,49.8235294117647,0.223608
167522,49.8235294117647,0.224455
167541,44.578947368421055,0.225302
167558,49.8235294117647,0.226149
167576,47.05555555555556,0.226996
167594,47.05555555555556,0.227843
167611,49.8235294117647,0.22869
167629,47.05555555555556,0.229537
167647,47.05555555555556,0.230384
167665,47.05555555555556,0.231231
167683,47.05555555555556,0.232078
167701,47.05555555555556,0.232925
167718,49.8235294117647,0.233772
167736,47.05555555555556,0.234619
167754,47.05555555555556,0.235466
167771,49.8235294117647,0.236313
167789,47.05555555555556,0.23716
167807,47.05555555555556,0.238007
167824,49.8235294117647,0.23885399999999998
167842,47.05555555555556,0.239701
167860,47.05555555555556,0.24054799999999998
167877,49.8235294117647,0.241395
167895,47.05555555555556,0.24224199999999999
167912,49.8235294117647,0.243089
167930,47.05555555555556,0.243936
167948,47.05555555555556,0.244783
167966,47.05555555555556,0.24563
167983,49.8235294117647,0.246477
168000,49.8235294117647,0.247324
168018,47.05555555555556,0.248171
168036,47.05555555555556,0.249018
168054,47.05555555555556,0.249865
168072,47.05555555555556,0.250712
168090,47.05555555555556,0.251559
168107,49.8235294117647,0.252406
168125,47.05555555555556,0.253253
168142,49.8235294117647,0.2541
168160,47.05555555555556,0.254947
168178,47.05555555555556,0.255794
168195,49.8235294117647,0.256641
168213,47.05555555555556,0.257488
168231,47.05555555555556,0.258335
168248,49.8235294117647,0.259182
168266,47.05555555555556,0.260029
168284,47.05555555555556,0.260876
168302,47.05555555555556,0.261723
168320,47.05555555555556,0.26256999999999997
168338,47.05555555555556,0.263417
168356,47.05555555555556,0.264264
168374,47.05555555555556,0.265111
168393,44.578947368421055,0.26595799999999997
168410,49.8235294117647,0.266805
168428,47.05555555555556,0.267652
168445,49.8235294117647,0.268499
168462,49.8235294117647,0.269346
168480,47.05555555555556,0.270193
168498,47.05555555555556,0.27104
168515,49.8235294117647,0.271887
168533,47.05555555555556,0.272734
168551,47.05555555555556,0.273581
168568,49.8235294117647,0.274428
168586,47.05555555555556,0.275275
168605,44.578947368421055,0.276122
168622,49.8235294117647,0.276969
168640,47.05555555555556,0.277816
168657,49.8235294117647,0.278663
168674,49.8235294117647,0.27951
168692,47.05555555555556,0.280357
168711,44.578947368421055,0.281204
168728,49.8235294117647,0.282051
168746,47.05555555555556,0.282898
168763,49.8235294117647,0.28374499999999997
168781,47.05555555555556,0.284592
168799,47.05555555555556,0.285439
168817,47.05555555555556,0.286286
168835,47.05555555555556,0.28713299999999997
168853,47.05555555555556,0.28798
168870,49.8235294117647,0.288827
168888,47.05555555555556,0.289674
168906,47.05555555555556,0.290521
168924,47.05555555555556,0.291368
168942,47.05555555555556,0.292215
168960,47.05555555555556,0.293062
168977,49.8235294117647,0.293909
168995,47.05555555555556,0.294756
169013,47.05555555555556,0.295603
169031,47.05555555555556,0.29645
169049,47.05555555555556,0.297297
169067,47.05555555555556,0.298144
169085,47.05555555555556,0.298991
169103,47.05555555555556,0.299838
169121,47.05555555555556,0.300685
169139,47.05555555555556,0.301532
169157,47.05555555555556,0.302379
169175,47.05555555555556,0.303226
169193,47.05555555555556,0.304073
169210,49.8235294117647,0.30491999999999997
169228,47.05555555555556,0.305767
169246,47.05555555555556,0.306614
169264,47.05555555555556,0.307461
169282,47.05555555555556,0.30830799999999997
169300,47.05555555555556,0.309155
169317,49.8235294117647,0.310002
169335,47.05555555555556,0.310849
169353,47.05555555555556,0.311696
169371,47.05555555555556,0.312543
169389,47.05555555555556,0.31339
169407,47.05555555555556,0.314237
169424,49.8235294117647,0.315084
169442,47.05555555555556,0.315931
169461,44.578947368421055,0.316778
169479,47.05555555555556,0.317625
169496,49.8235294117647,0.318472
169515,44.578947368421055,0.319319
169532,49.8235294117647,0.320166
169549,49.8235294117647,0.321013
169568,44.578947368421055,0.32186
169586,47.05555555555556,0.322707
169604,47.05555555555556,0.323554
169622,47.05555555555556,0.324401
169639,49.8235294117647,0.325248
169657,47.05555555555556,0.32609499999999997
169675,47.05555555555556,0.326942
169693,47.05555555555556,0.327789
169711,47.05555555555556,0.328636
169730,44.578947368421055,0.32948299999999997
169747,49.8235294117647,0.33033
169764,49.8235294117647,0.331177
169782,47.05555555555556,0.332024
169800,47.05555555555556,0.332871
169818,47.05555555555556,0.333718
169836,47.05555555555556,0.334565
169853,49.8235294117647,0.335412
169872,44.578947368421055,0.336259
169890,47.05555555555556,0.337106
169907,49.8235294117647,0.337953
169925,47.05555555555556,0.3388
169943,47.05555555555556,0.339647
169960,49.8235294117647,0.340494
169978,47.05555555555556,0.341341
169996,47.05555555555556,0.342188
170013,49.8235294117647,0.343035
170031,47.05555555555556,0.343882
170049,47.05555555555556,0.344729
170066,49.8235294117647,0.345576
170084,47.05555555555556,0.346423
170103,44.578947368421055,0.34726999999999997
170120,49.8235294117647,0.348117
170138,47.05555555555556,0.348964
170156,47.05555555555556,0.349811
170173,49.8235294117647,0.35065799999999997
170191,47.05555555555556,0.351505
170209,47.05555555555556,0.352352
170227,47.05555555555556,0.353199
170245,47.05555555555556,0.35404599999999997
170263,47.05555555555556,0.354893
170280,49.8235294117647,0.35574
170298,47.05555555555556,0.356587
170316,47.05555555555556,0.357434
170334,47.05555555555556,0.358281
170352,47.05555555555556,0.359128
170370,47.05555555555556,0.359975
170387,49.8235294117647,0.360822
170405,47.05555555555556,0.361669
170423,47.05555555555556,0.362516
170441,47.05555555555556,0.363363
170459,47.05555555555556,0.36421
170477,47.05555555555556,0.365057
170494,49.8235294117647,0.365904
170511,49.8235294117647,0.366751
170529,47.05555555555556,0.367598
170546,49.8235294117647,0.368445
170564,47.05555555555556,0.369292
170583,44.578947368421055,0.370139
170600,49.8235294117647,0.370986
170617,49.8235294117647,0.37183299999999997
170636,44.578947368421055,0.37268
170653,49.8235294117647,0.373527
170671,47.05555555555556,0.374374
170689,47.05555555555556,0.37522099999999997
170706,49.8235294117647,0.376068
170724,47.05555555555556,0.376915
170742,47.05555555555556,0.377762
170760,47.05555555555556,0.378609
170778,47.05555555555556,0.379456
170796,47.05555555555556,0.380303
170813,49.8235294117647,0.38115
170831,47.05555555555556,0.381997
170849,47.05555555555556,0.382844
170867,47.05555555555556,0.383691
170885,47.05555555555556,0.384538
170903,47.05555555555556,0.385385
170920,49.8235294117647,0.386232
170937,49.8235294117647,0.387079
170956,44.578947368421055,0.387926
170973,49.8235294117647,0.388773
170991,47.05555555555556,0.38962
171009,47.05555555555556,0.390467
171026,49.8235294117647,0.391314
171044,47.05555555555556,0.392161
171062,47.05555555555556,0.39300799999999997
171079,49.8235294117647,0.393855
171097,47.05555555555556,0.394702
171116,44.578947368421055,0.395549
171133,49.8235294117647,0.39639599999999997
171151,47.05555555555556,0.397243
171169,47.05555555555556,0.39809
171186,49.8235294117647,0.398937
171204,47.05555555555556,0.399784
171223,44.578947368421055,0.400631
171240,49.8235294117647,0.401478
171258,47.05555555555556,0.402325
171276,47.05555555555556,0.403172
171294,47.05555555555556,0.404019
171312,47.05555555555556,0.404866
171330,47.05555555555556,0.405713
171347,49.8235294117647,0.40656
171365,47.05555555555556,0.407407
171383,47.05555555555556,0.408254
171400,49.8235294117647,0.409101
171418,47.05555555555556,0.409948
171437,44.578947368421055,0.410795
171453,52.9375,0.411642
171471,47.05555555555556,0.412489
171489,47.05555555555556,0.413336
171506,49.8235294117647,0.41418299999999997
171524,47.05555555555556,0.41503
171543,44.578947368421055,0.415877
171559,52.9375,0.416724
171577,47.05555555555556,0.41757099999999997
171596,44.578947368421055,0.418418
171613,49.8235294117647,0.419265
171631,47.05555555555556,0.420112
171649,47.05555555555556,0.42095899999999997
171666,49.8235294117647,0.421806
171684,47.05555555555556,0.422653
171702,47.05555555555556,0.4235
171719,49.8235294117647,0.424347
171737,47.05555555555556,0.425194
171755,47.05555555555556,0.426041
171772,49.8235294117647,0.426888
171790,47.05555555555556,0.427735
171808,47.05555555555556,0.428582
171826,47.05555555555556,0.429429
171844,47.05555555555556,0.430276
171862,47.05555555555556,0.431123
171879,49.8235294117647,0.43197
171896,49.8235294117647,0.432817
171914,47.05555555555556,0.433664
171932,47.05555555555556,0.434511
171950,47.05555555555556,0.43535799999999997
171968,47.05555555555556,0.436205
171985,49.8235294117647,0.437052
172003,47.05555555555556,0.437899
172022,44.578947368421055,0.43874599999999997
172039,49.8235294117647,0.439593
172056,49.8235294117647,0.44044
172075,44.578947368421055,0.441287
172092,49.8235294117647,0.44213399999999997
172110,47.05555555555556,0.442981
172128,47.05555555555556,0.443828
172145,49.8235294117647,0.444675
172163,47.05555555555556,0.445522
172181,47.05555555555556,0.446369
172198,49.8235294117647,0.447216
172216,47.05555555555556,0.448063
172234,47.05555555555556,0.44891
172252,47.05555555555556,0.449757
172270,47.05555555555556,0.450604
172288,47.05555555555556,0.451451
172305,49.8235294117647,0.452298
172323,47.05555555555556,0.453145
172341,47.05555555555556,0.453992
172359,47.05555555555556,0.454839
172377,47.05555555555556,0.455686
172395,47.05555555555556,0.45653299999999997
172412,49.8235294117647,0.45738
172430,47.05555555555556,0.458227
172448,47.05555555555556,0.459074
172465,49.8235294117647,0.45992099999999997
172483,47.05555555555556,0.460768
172502,44.578947368421055,0.461615
172519,49.8235294117647,0.462462
172537,47.05555555555556,0.46330899999999997
172555,47.05555555555556,0.464156
172573,47.05555555555556,0.465003
172591,47.05555555555556,0.46585
172609,47.05555555555556,0.466697
172626,49.8235294117647,0.467544
172644,47.05555555555556,0.468391
172663,44.578947368421055,0.469238
172680,49.8235294117647,0.470085
172698,47.05555555555556,0.470932
172717,44.578947368421055,0.471779
172733,52.9375,0.472626
172751,47.05555555555556,0.473473
172769,47.05555555555556,0.47432
172787,47.05555555555556,0.475167
172805,47.05555555555556,0.476014
172824,44.578947368421055,0.476861
172841,49.8235294117647,0.47770799999999997
172859,47.05555555555556,0.478555
172877,47.05555555555556,0.479402
172894,49.8235294117647,0.480249
172912,47.05555555555556,0.48109599999999997
172931,44.578947368421055,0.481943
172947,52.9375,0.48279
172965,47.05555555555556,0.483637
172983,47.05555555555556,0.48448399999999997
173001,47.05555555555556,0.485331
173019,47.05555555555556,0.486178
173037,47.05555555555556,0.487025
173055,47.05555555555556,0.487872
173072,49.8235294117647,0.488719
173091,44.578947368421055,0.489566
173108,49.8235294117647,0.490413
173126,47.05555555555556,0.49126
173145,44.578947368421055,0.492107
173162,49.8235294117647,0.492954
173179,49.8235294117647,0.493801
173198,44.578947368421055,0.494648
173215,49.8235294117647,0.495495
173233,47.05555555555556,0.496342
173252,44.578947368421055,0.497189
173269,49.8235294117647,0.498036
173287,47.05555555555556,0.49888299999999997
173305,47.05555555555556,0.49973
173323,47.05555555555556,0.5005769999999999
173341,47.05555555555556,0.501424
173359,47.05555555555556,0.502271
173376,49.8235294117647,0.503118
173394,47.05555555555556,0.503965
173413,44.578947368421055,0.504812
173431,47.05555555555556,0.505659
173449,47.05555555555556,0.506506
173468,44.578947368421055,0.5073529999999999
173485,49.8235294117647,0.5082
173503,47.05555555555556,0.509047
173520,49.8235294117647,0.509894
173538,47.05555555555556,0.510741
173556,47.05555555555556,0.511588
173574,47.05555555555556,0.512435
173591,49.8235294117647,0.513282
173609,47.05555555555556,0.514129
173627,47.05555555555556,0.514976
173645,47.05555555555556,0.515823
173663,47.05555555555556,0.51667
173681,47.05555555555556,0.517517
173699,47.05555555555556,0.518364
173717,47.05555555555556,0.519211
173735,47.05555555555556,0.520058
173752,49.8235294117647,0.520905
173770,47.05555555555556,0.521752
173788,47.05555555555556,0.522599
173805,49.8235294117647,0.523446
173823,47.05555555555556,0.524293
173840,49.8235294117647,0.5251399999999999
173858,47.05555555555556,0.525987
173876,47.05555555555556,0.526834
173895,44.578947368421055,0.527681
173912,49.8235294117647,0.528528
173930,47.05555555555556,0.529375
173948,47.05555555555556,0.530222
173966,47.05555555555556,0.531069
173984,47.05555555555556,0.5319159999999999
174003,44.578947368421055,0.532763
174020,49.8235294117647,0.53361
174038,47.05555555555556,0.534457
174056,47.05555555555556,0.535304
174073,49.8235294117647,0.536151
174091,47.05555555555556,0.536998
174110,44.578947368421055,0.537845
174127,49.8235294117647,0.538692
174145,47.05555555555556,0.539539
174163,47.05555555555556,0.540386
174181,47.05555555555556,0.541233
174199,47.05555555555556,0.54208
174217,47.05555555555556,0.5429269999999999
174235,47.05555555555556,0.543774
174253,47.05555555555556,0.544621
174272,44.578947368421055,0.545468
174289,49.8235294117647,0.546315
174308,44.578947368421055,0.547162
174326,47.05555555555556,0.548009
174343,49.8235294117647,0.548856
174361,47.05555555555556,0.5497029999999999
174380,44.578947368421055,0.55055
174396,52.9375,0.551397
174414,47.05555555555556,0.552244
174433,44.578947368421055,0.553091
174451,47.05555555555556,0.553938
174469,47.05555555555556,0.554785
174488,44.578947368421055,0.555632
174505,49.8235294117647,0.556479
174523,47.05555555555556,0.557326
174542,44.578947368421055,0.558173
174559,49.8235294117647,0.55902
174577,47.05555555555556,0.559867
174596,44.578947368421055,0.560714
174613,49.8235294117647,0.561561
174631,47.05555555555556,0.562408
174649,47.05555555555556,0.563255
174666,49.8235294117647,0.564102
174684,47.05555555555556,0.564949
174702,47.05555555555556,0.565796
174719,49.8235294117647,0.566643
174737,47.05555555555556,0.5674899999999999
174755,47.05555555555556,0.568337
174773,47.05555555555556,0.569184
174791,47.05555555555556,0.570031
174809,47.05555555555556,0.570878
174827,47.05555555555556,0.571725
174845,47.05555555555556,0.572572
174863,47.05555555555556,0.573419
174881,47.05555555555556,0.5742659999999999
174899,47.05555555555556,0.575113
174917,47.05555555555556,0.57596
174935,47.05555555555556,0.576807
174952,49.8235294117647,0.577654
174971,44.578947368421055,0.578501
174989,47.05555555555556,0.579348
175007,47.05555555555556,0.580195
175025,47.05555555555556,0.581042
175043,47.05555555555556,0.581889
175060,49.8235294117647,0.582736
175078,47.05555555555556,0.583583
175096,47.05555555555556,0.58443
175113,49.8235294117647,0.585277
175132,44.578947368421055,0.586124
175149,49.8235294117647,0.586971
175167,47.05555555555556,0.587818
175185,47.05555555555556,0.588665
175202,49.8235294117647,0.589512
175219,49.8235294117647,0.590359
175238,44.578947368421055,0.591206
175255,49.8235294117647,0.5920529999999999
175272,49.8235294117647,0.5929
175291,44.578947368421055,0.593747
175308,49.8235294117647,0.594594
175326,47.05555555555556,0.595441
175344,47.05555555555556,0.596288
175362,47.05555555555556,0.597135
175379,49.8235294117647,0.597982
175397,47.05555555555556,0.598829
175415,47.05555555555556,0.599676
175433,47.05555555555556,0.600523
175452,44.578947368421055,0.60137
175469,49.8235294117647,0.602217
175487,47.05555555555556,0.603064
175504,49.8235294117647,0.603911
175521,49.8235294117647,0.604758
175539,47.05555555555556,0.605605
175558,44.578947368421055,0.606452
175575,49.8235294117647,0.607299
175593,47.05555555555556,0.608146
175611,47.05555555555556,0.608993
175628,49.8235294117647,0.6098399999999999
175646,47.05555555555556,0.610687
175665,44.578947368421055,0.611534
175682,49.8235294117647,0.612381
175700,47.05555555555556,0.613228
175718,47.05555555555556,0.614075
175736,47.05555555555556,0.614922
175754,47.05555555555556,0.615769
175772,47.05555555555556,0.6166159999999999
175789,49.8235294117647,0.617463
175807,47.05555555555556,0.61831
175825,47.05555555555556,0.619157
175842,49.8235294117647,0.620004
175860,47.05555555555556,0.620851
175879,44.578947368421055,0.621698
175896,49.8235294117647,0.622545
175914,47.05555555555556,0.623392
175932,47.05555555555556,0.624239
175949,49.8235294117647,0.625086
175967,47.05555555555556,0.625933
175986,44.578947368421055,0.62678
176003,49.8235294117647,0.627627
176021,47.05555555555556,0.628474
176039,47.05555555555556,0.629321
176057,47.05555555555556,0.630168
176075,47.05555555555556,0.631015
176093,47.05555555555556,0.631862
176111,47.05555555555556,0.632709
176129,47.05555555555556,0.633556
176147,47.05555555555556,0.6344029999999999
176164,49.8235294117647,0.63525
176182,47.05555555555556,0.636097
176201,44.578947368421055,0.636944
176218,49.8235294117647,0.637791
176236,47.05555555555556,0.638638
176255,44.578947368421055,0.639485
176271,52.9375,0.640332
176289,47.05555555555556,0.6411789999999999
176308,44.578947368421055,0.642026
176326,47.05555555555556,0.642873
176344,47.05555555555556,0.64372
176363,44.578947368421055,0.644567
176380,49.8235294117647,0.645414
176398,47.05555555555556,0.646261
176416,47.05555555555556,0.647108
176434,47.05555555555556,0.647955
176451,49.8235294117647,0.648802
176470,44.578947368421055,0.649649
176487,49.8235294117647,0.650496
176505,47.05555555555556,0.651343
176524,44.578947368421055,0.6521899999999999
176541,49.8235294117647,0.653037
176559,47.05555555555556,0.653884
176578,44.578947368421055,0.654731
176595,49.8235294117647,0.655578
176613,47.05555555555556,0.656425
176632,44.578947368421055,0.657272
176649,49.8235294117647,0.658119
176667,47.05555555555556,0.6589659999999999
176686,44.578947368421055,0.659813
176704,47.05555555555556,0.66066
176722,47.05555555555556,0.661507
176741,44.578947368421055,0.662354
176758,49.8235294117647,0.663201
176777,44.578947368421055,0.664048
176795,47.05555555555556,0.664895
176813,47.05555555555556,0.665742
176832,44.578947368421055,0.666589
176850,47.05555555555556,0.667436
176868,47.05555555555556,0.668283
176886,47.05555555555556,0.66913
176905,44.578947368421055,0.669977
176923,47.05555555555556,0.670824
176941,47.05555555555556,0.671671
176960,44.578947368421055,0.672518
176978,47.05555555555556,0.673365
176996,47.05555555555556,0.674212
177015,44.578947368421055,0.675059
177033,47.05555555555556,0.675906
177051,47.05555555555556,0.6767529999999999
177070,44.578947368421055,0.6776
177088,47.05555555555556,0.678447
177106,47.05555555555556,0.679294
177124,47.05555555555556,0.680141
177142,47.05555555555556,0.680988
177160,47.05555555555556,0.681835
177179,44.578947368421055,0.682682
177196,49.8235294117647,0.6835289999999999
177214,47.05555555555556,0.684376
177232,47.05555555555556,0.685223
177249,49.8235294117647,0.68607
177268,44.578947368421055,0.686917
177286,47.05555555555556,0.687764
177304,47.05555555555556,0.688611
177322,47.05555555555556,0.689458
177340,47.05555555555556,0.690305
177358,47.05555555555556,0.691152
177376,47.05555555555556,0.691999
177395,44.578947368421055,0.692846
177413,47.05555555555556,0.693693
177431,47.05555555555556,0.6945399999999999
177448,49.8235294117647,0.695387
177466,47.05555555555556,0.696234
177484,47.05555555555556,0.697081
177503,44.578947368421055,0.697928
177520,49.8235294117647,0.698775
177538,47.05555555555556,0.699622
177557,44.578947368421055,0.700469
177574,49.8235294117647,0.7013159999999999
177593,44.578947368421055,0.702163
177611,47.05555555555556,0.70301
177629,47.05555555555556,0.703857
177647,47.05555555555556,0.704704
177665,47.05555555555556,0.705551
177682,49.8235294117647,0.706398
177701,44.578947368421055,0.707245
177719,47.05555555555556,0.7080919999999999
177737,47.05555555555556,0.708939
177755,47.05555555555556,0.709786
177774,44.578947368421055,0.710633
177792,47.05555555555556,0.71148
177810,47.05555555555556,0.712327
177828,47.05555555555556,0.713174
177846,47.05555555555556,0.714021
177864,47.05555555555556,0.714868
177883,44.578947368421055,0.715715
177900,49.8235294117647,0.716562
177918,47.05555555555556,0.717409
177936,47.05555555555556,0.718256
177954,47.05555555555556,0.7191029999999999
177972,47.05555555555556,0.71995
177991,44.578947368421055,0.720797
178009,47.05555555555556,0.721644
178027,47.05555555555556,0.722491
